,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
lengthscale,1.2213240077126157,0.21749426484803275,0.006866009596307813,0.8104129696601062,1.6587136625298065,926.0770649798307,1.0004260936459008
sig_var,4.607299967147426,3.142215015735074,0.1044009301026659,1.1532248861491652,10.19452455685682,840.9907735421305,1.0020339187070215
noise_var,0.2861729406153703,0.11147645955591402,0.0028400809967398595,0.12684750514947665,0.49942798234327884,1404.4535745693158,1.0004253268675485
