,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
s_1,180.3884722149368,109.7369437613907,5.8019032917689,5.170288233524085,367.91716496393985,97.91511565324875,1.0075093002297184
ls_2,1600.0375339459065,541.9099356160281,35.80495277563672,113.4569064219381,2502.74522323332,34.378262184254176,1.0220491074348028
s_3,58.11764892536447,41.102321250592745,3.3790447076382604,19.845504230154287,154.98798567918288,23.685000591311976,1.0247916677135345
ls_4,2983.514355691988,968.1504598301765,48.89213012384991,1382.68024947845,4757.128911433534,196.34973631547194,0.9999073804129864
ls_5,0.7341312327540056,0.1403189915130502,0.010138207273709704,0.49799146320442533,1.0575658943009634,38.303426388310285,1.0089170831496566
s_6,0.9845594296258577,1.219991510644944,0.06161683454300341,2.010721226038593e-05,3.603386675989767,355.6093693602449,0.99955984735586
ls_7,1.7503974715510577,2.264037193052459,0.07243514329818712,0.03716162324435659,5.807574693212318,820.3820009396203,0.9996101784933605
n_8,2.2715118691721505,0.15164234174980226,0.008313603473686005,1.9881720064117079,2.6163892774805517,266.315815756333,1.0018474821895245
