,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
log_ls,2.0507392781398703,0.8190931954166386,0.02549311179175523,0.4688006734686647,3.595130000109531,933.2560547345391,1.0013140551342874
ls,10.738962916822889,9.922729437791308,0.3080519184281559,0.45157954090732655,27.949272919437867,849.3547894138035,1.0013882624314854
log_n,1.860878891632747,0.23956728189172102,0.008574253205618283,1.4036629729574006,2.296540481065552,807.4626835109759,1.0018145669471485
noise_sd,6.606623107094296,1.5302616123425206,0.044143017061614706,3.8326830633217175,9.548825708256127,1224.3002965468156,1.0003336167459396
log_s,2.713479207745738,0.608046552980216,0.019166920073407177,1.7210926119734884,4.044535421396718,732.3595123959046,1.0048837344241457
sig_sd,18.686243899683024,16.01489169511001,0.6277031246926386,3.5939759596501997,50.255001738422756,457.49738273050366,1.0061882053233513
