0.35712,412565.93776
0.35943,403070.77207
0.36177,403091.7214
0.36411,393814.60391
0.36647,393835.07214
0.36885,384770.99555
0.37124,384790.99375
0.37365,384810.99299
0.37608,384830.99328
0.37851,375974.1447
0.38097,375993.68569
0.38344,367340.22691
0.38593,367359.31916
0.38843,358904.57948
0.39095,358923.23331
0.39348,350662.64935
0.39604,350680.8748
0.3986,342609.98793
0.40119,342627.79484
0.40378,342645.60269
0.40642,342663.41146
0.40905,334777.04575
0.4117,327072.18399
0.41437,327089.18334
0.41706,319561.25701
0.41976,319577.86598
0.42248,312222.8119
0.42523,312239.03946
0.42798,312255.26787
0.43076,312271.49712
0.43356,312287.72721
0.43637,312303.95814
0.4392,312320.18993
0.44205,312336.42255
0.44491,298109.58278
0.4478,291248.61919
0.45069,291263.75663
0.45363,291278.89486
0.45657,291294.03388
0.45954,291309.17368
0.46252,291324.31428
0.46552,291339.45564
0.46854,291354.59782
0.47157,291369.74077
0.47464,291384.88451
0.47772,284678.6892
0.48082,284693.48518
0.48393,278141.29179
0.48707,271739.89651
0.49023,271754.02
0.49341,265499.62717
0.49661,265513.42633
0.49983,265527.2262
0.50308,265541.02679
0.50634,265554.8281
0.50963,265568.63012
0.51294,265582.43286
0.51627,265596.23634
0.51962,265610.04052
0.52299,265623.84541
0.52638,265637.65103
0.5298,265651.45736
0.53324,265665.26441
0.5367,265679.07217
0.54017,265692.88066
0.54369,271980.09572
0.54722,271994.2317
0.55077,272008.36841
0.55435,272022.50586
0.55795,278459.5018
0.56157,278473.97455
0.56158,285048.81941
0.56522,285063.63462
0.56888,278502.92228
0.57257,278517.39727
0.57629,272107.34596
0.58002,265844.82135
0.58378,265858.63846
0.58757,259739.92727
0.59138,259753.42708
0.59521,253775.22674
0.59907,253788.41653
0.60296,253801.60701
0.60687,253814.79817
0.61082,253827.99002
0.61478,253841.18255
0.61877,253854.37577
0.62279,259861.45075
0.62683,259874.95686
0.6309,259888.46369
0.635,266038.32612
0.63912,266052.15327
0.64327,266065.98115
0.64745,266079.80974
0.65165,266093.63905
0.65588,266107.46909
0.66013,266121.29984
0.66442,266135.1313
0.66874,272432.81155
0.67308,278879.51676
0.67744,278894.01133
0.68184,278908.50665
0.68627,278923.00273
0.68628,285508.44926
0.69074,292264.56941
0.69522,292279.75966
0.69974,292294.95069
0.70428,292310.14252
0.70885,299227.21432
0.71346,306307.96803
0.71809,306323.88817
0.72275,306339.80914
0.72744,306355.73094
0.73217,313605.17007
0.73693,321026.15608
0.74172,328622.74836
0.74654,336399.10235
0.74655,344341.57494
0.74656,352471.57142
0.75141,360812.2713
0.75142,369331.14532
0.7563,378070.80118
0.75631,386997.1537
0.75632,396134.25979
0.76122,405508.1703
0.76124,415082.32643
0.76125,424882.53094
0.76126,445182.55935
0.76127,455693.43841
0.76128,466452.48211
0.76129,488738.63877
0.76131,512089.58294
0.76132,536556.18802
0.76627,549252.96838
0.76628,562220.97756
0.76629,589082.75932
0.7663,602991.1605
0.76631,617227.94274
0.76632,646717.84611
0.7713,662021.43338
0.77131,677651.93611
0.77132,693651.47919
0.77633,710065.67899
0.77634,726830.51919
0.78139,761596.59349
0.7814,779578.09233
0.78141,797984.13916
0.78142,816824.75766
0.78144,876057.86374
0.78651,896788.43125
0.79163,918009.55589
0.79674,876194.46833
0.80175,524398.1455
0.80689,435117.60241
0.81209,387218.46418
0.81728,313882.37529
0.82257,299585.11779
0.82789,279343.7168
0.83325,272914.64781
0.83865,266633.54325
0.84409,260496.9977
0.84955,254501.68415
0.85507,254514.91171
0.8606,248657.27531
0.8662,248670.1991
0.87182,248683.12356
0.87748,248696.04869
0.88317,248708.9745
0.8889,248721.90097
0.89467,248734.82812
0.90048,248747.75593
0.90632,248760.68442
0.9122,248773.61358
0.91812,248786.54342
0.92409,254673.69592
0.93008,254686.93241
0.93613,254700.16958
0.94219,248838.26949
0.94831,248851.20268
0.95446,248864.13655
0.96065,248877.07109
0.96689,248890.0063
0.97317,254779.60707
0.97318,260795.02161
0.97319,266952.46167
0.97952,273269.48279
0.97953,279721.44822
0.98589,279735.98654
0.9859,286340.62785
0.98591,300021.40421
0.98592,307104.98963
0.98593,314355.8204
0.98594,321777.84521
0.99236,337169.26342
0.99237,345129.91971
0.99238,353278.52923
0.9924,370157.46321
0.99241,378896.9797
0.99242,387842.83852
0.99243,396999.91144
0.99244,406373.18532
0.99245,415967.76468
0.99246,425788.87463
0.99247,435841.8636
0.99248,446132.20632
0.99249,456665.50679
0.99894,467471.79654
0.99895,478508.93042
1.00543,478533.80059
1.00544,489832.11134
1.01198,501423.23799
1.01855,513288.6509
1.01856,525407.53294
1.02517,525434.84063
1.03184,537868.45134
1.03185,550567.66903
1.03856,563596.00963
1.03857,576902.66184
1.03858,590523.48766
1.04513,388004.13075
1.0519,379074.25271
1.0586,279895.95801
1.06546,273454.17926
1.07235,260998.41519
1.07929,249110.0078
1.08629,249122.95512
1.09333,243389.41409
1.10043,243402.06408
1.10757,243414.71472
1.11476,243427.36604
1.12199,243440.01801
1.12927,243452.67064
1.13659,237849.63066
1.14397,237861.99273
1.15139,237874.35544
1.15888,243503.28771
1.16639,243515.94363
1.17397,243528.6002
1.18159,243541.25743
1.18927,249304.28826
1.19699,249317.24567
1.20475,249330.20376
1.21256,243591.89292
1.22044,249356.12197
1.22836,249369.08208
1.23633,249382.04286
1.24436,249395.00432
1.25243,249407.96645
1.26056,249420.92925
1.26874,249433.89273
1.27698,249446.85689
1.28527,249459.82171
1.29361,249472.78721
1.30199,243731.19483
1.31044,243743.86258
1.31894,243756.531
1.3275,243769.20008
1.33612,243781.86981
1.34479,243794.5402
1.35352,243807.21126
1.3623,243819.88297
1.37114,243832.55533
1.38004,243845.22836
1.389,243857.90205
1.39801,243870.57639
1.40709,243883.25139
