0.0,0.1507537688442211,0.3015075376884422,0.4522613065326633,0.6030150753768844,0.7537688442211053,0.9045226130653264,1.0552763819095476,1.2060301507537687,1.3567839195979898,1.5075376884422107,1.6582914572864318,1.8090452261306529,1.959798994974874,2.1105527638190957,2.412060301507537,2.7135678391959805,2.864321608040201,3.1658291457286425,3.3165829145728636,3.4673366834170847,3.6180904522613058,3.7688442211055264,3.919597989949748,4.0703517587939695,4.221105527638192,4.371859296482413,4.522613065326633,4.673366834170854,4.824120603015075,4.974874371859296,5.125628140703516,5.276381909547736,5.427135678391958,5.5778894472361795,5.728643216080402,5.879396984924624,6.030150753768842,6.180904522613066,6.331658291457285,6.633165829145727,6.78391959798995,6.9346733668341685,7.085427135678391,7.2361809045226115,7.3869346733668335,7.537688442211052,7.6884422110552775,7.839195979899496,7.989949748743719,8.140703517587939,8.291457286432161,8.592964824120603,8.743718592964822,8.894472361809044,9.045226130653264,9.19597989949749,9.648241206030146,9.798994974874368,9.949748743718592,10.100502512562812,10.251256281407032,10.402010050251256,10.552763819095476,10.703517587939695,10.854271356783919,11.00502512562814,11.155778894472359,11.306532663316581,11.457286432160805,11.608040201005025,11.758793969849243,11.909547738693464,12.060301507537684,12.211055276381906,12.361809045226128,12.512562814070348,12.663316582914574,12.814070351758792,12.96482412060301,13.115577889447234,13.266331658291454,13.417085427135675,13.5678391959799,13.718592964824117,13.869346733668339,14.02010050251256,14.170854271356784,14.321608040201001,14.472361809045225,14.773869346733667,14.924623115577885,15.07537688442211,15.226130653266333,15.376884422110553,15.527638190954773,15.678391959798992,15.829145728643216,15.979899497487438,16.130653266331652,16.281407035175874,16.4321608040201,16.582914572864322,16.733668341708537,16.884422110552762,17.035175879396984,17.185929648241206,17.336683417085425,17.487437185929643,17.638190954773872,17.788944723618087,17.939698492462302,18.090452261306528,18.24120603015076,18.391959798994968,18.542713567839197,18.69346733668341,18.84422110552764,18.99497487437185,19.145728643216078,19.296482412060293,19.447236180904518,19.597989949748744,19.748743718592962,19.899497487437184,20.05025125628141,20.201005025125625,20.35175879396985,20.502512562814072,20.65326633165829,20.804020100502512,20.954773869346727,21.10552763819095,21.25628140703517,21.407035175879397,21.55778894472361,21.708542713567837,21.859296482412056,22.01005025125628,22.1608040201005,22.311557788944718,22.462311557788944,22.613065326633162,22.763819095477384,22.91457286432161,23.065326633165828,23.21608040201005,23.366834170854265,23.517587939698487,23.66834170854271,23.819095477386927,23.969849246231156,24.120603015075368,24.2713567839196,24.42211055276381,24.572864321608037,24.723618090452256,24.874371859296478,25.175879396984925,25.326633165829147,25.47738693467336,25.62814070351759,25.77889447236181,25.92964824120602,26.08040201005025,26.23115577889447,26.381909547738687,26.53266331658291,26.683417085427127,26.83417085427136,26.984924623115567,27.1356783919598,27.286432160804008,27.437185929648237,27.58793969849246,27.889447236180896,28.04020100502512,28.190954773869343,28.341708542713565,28.492462311557787,28.643216080402002,28.79396984924623,28.94472361809045,29.09547738693467,29.24623115577889,29.39698492462311,29.547738693467327,29.69849246231156,29.849246231155767,30.0
-6.029,-6.723,-7.43,-8.135,-8.827,-9.489,-10.106,-10.664,-11.148,-11.546,-11.846,-12.041,-12.126,-12.099,-11.962,-11.387,-10.488,-9.958,-8.832,-8.277,-7.753,-7.278,-6.868,-6.535,-6.289,-6.135,-6.075,-6.108,-6.229,-6.428,-6.694,-7.015,-7.373,-7.752,-8.134,-8.501,-8.835,-9.12,-9.341,-9.483,-9.488,-9.336,-9.075,-8.703,-8.224,-7.64,-6.96,-6.193,-5.351,-4.447,-3.497,-2.517,-0.535,0.433,1.363,2.242,3.055,5.003,5.469,5.841,6.123,6.319,6.438,6.491,6.49,6.449,6.383,6.307,6.235,6.181,6.159,6.179,6.249,6.378,6.567,6.819,7.132,7.5,7.918,8.376,8.861,9.361,9.862,10.348,10.805,11.218,11.573,11.858,12.063,12.18,12.131,11.963,11.701,11.351,10.922,10.421,9.861,9.254,8.611,7.945,7.27,6.597,5.935,5.295,4.684,4.109,3.575,3.083,2.637,2.237,1.881,1.569,1.297,1.064,0.865,0.698,0.559,0.444,0.351,0.275,0.216,0.169,0.134,0.109,0.091,0.081,0.077,0.079,0.087,0.1,0.12,0.146,0.179,0.219,0.269,0.327,0.396,0.476,0.568,0.673,0.791,0.923,1.069,1.229,1.403,1.59,1.791,2.004,2.228,2.463,2.707,2.959,3.219,3.485,3.757,4.033,4.314,4.598,5.177,5.469,5.763,6.056,6.347,6.633,6.911,7.178,7.43,7.662,7.869,8.047,8.189,8.293,8.352,8.364,8.326,8.095,7.903,7.662,7.375,7.047,6.684,6.292,5.878,5.448,5.01,4.571,4.136,3.713,3.307,2.92
-8.968,-9.143,-9.313,-9.477,-9.635,-9.786,-9.93,-10.066,-10.194,-10.312,-10.421,-10.52,-10.609,-10.686,-10.752,-10.847,-10.889,-10.89,-10.848,-10.805,-10.747,-10.673,-10.583,-10.477,-10.355,-10.217,-10.063,-9.892,-9.705,-9.501,-9.281,-9.046,-8.794,-8.527,-8.244,-7.946,-7.633,-7.306,-6.966,-6.612,-5.865,-5.475,-5.073,-4.661,-4.239,-3.809,-3.37,-2.924,-2.472,-2.015,-1.552,-1.086,-0.146,0.326,0.798,1.269,1.738,3.127,3.581,4.028,4.468,4.9,5.324,5.738,6.142,6.535,6.917,7.286,7.643,7.986,8.315,8.63,8.93,9.215,9.485,9.738,9.976,10.197,10.402,10.591,10.763,10.918,11.057,11.179,11.285,11.375,11.448,11.506,11.549,11.576,11.587,11.572,11.542,11.5,11.445,11.379,11.3,11.211,11.112,11.003,10.885,10.759,10.625,10.483,10.336,10.182,10.024,9.86,9.694,9.524,9.351,9.177,9.001,8.825,8.649,8.473,8.298,8.126,7.955,7.787,7.622,7.461,7.304,7.152,7.004,6.862,6.726,6.595,6.47,6.352,6.241,6.137,6.039,5.949,5.866,5.791,5.723,5.662,5.608,5.562,5.524,5.492,5.468,5.45,5.44,5.435,5.438,5.446,5.46,5.48,5.505,5.535,5.57,5.609,5.652,5.699,5.749,5.802,5.915,5.974,6.034,6.096,6.158,6.22,6.282,6.343,6.403,6.462,6.519,6.574,6.626,6.676,6.723,6.767,6.807,6.875,6.903,6.926,6.944,6.958,6.967,6.971,6.969,6.962,6.95,6.932,6.909,6.881,6.847,6.808
-9.701,-9.855,-10.003,-10.143,-10.277,-10.403,-10.521,-10.63,-10.729,-10.82,-10.9,-10.97,-11.029,-11.076,-11.112,-11.147,-11.131,-11.103,-11.005,-10.935,-10.85,-10.751,-10.637,-10.509,-10.365,-10.206,-10.033,-9.844,-9.641,-9.422,-9.189,-8.942,-8.68,-8.404,-8.114,-7.81,-7.494,-7.164,-6.823,-6.469,-5.728,-5.341,-4.945,-4.539,-4.125,-3.703,-3.273,-2.837,-2.395,-1.948,-1.497,-1.041,-0.123,0.339,0.801,1.262,1.723,3.091,3.539,3.983,4.421,4.852,5.276,5.693,6.101,6.499,6.888,7.266,7.633,7.989,8.333,8.664,8.982,9.287,9.578,9.854,10.117,10.364,10.597,10.815,11.017,11.204,11.375,11.531,11.672,11.797,11.907,12.002,12.081,12.146,12.231,12.253,12.261,12.255,12.236,12.205,12.161,12.106,12.039,11.962,11.874,11.776,11.67,11.555,11.431,11.3,11.163,11.019,10.869,10.714,10.555,10.392,10.225,10.056,9.885,9.712,9.538,9.364,9.19,9.016,8.844,8.674,8.505,8.34,8.177,8.018,7.863,7.712,7.566,7.424,7.288,7.158,7.033,6.915,6.803,6.697,6.598,6.505,6.42,6.341,6.27,6.205,6.147,6.097,6.053,6.016,5.986,5.962,5.945,5.935,5.93,5.932,5.939,5.952,5.971,5.994,6.022,6.055,6.132,6.176,6.224,6.274,6.328,6.383,6.44,6.499,6.559,6.621,6.682,6.744,6.806,6.868,6.928,6.988,7.046,7.158,7.21,7.261,7.308,7.352,7.394,7.432,7.466,7.496,7.523,7.545,7.563,7.577,7.587,7.591
-10.88,-11.108,-11.304,-11.468,-11.598,-11.694,-11.757,-11.788,-11.788,-11.759,-11.704,-11.625,-11.526,-11.41,-11.281,-11.0,-10.715,-10.58,-10.341,-10.243,-10.161,-10.097,-10.051,-10.023,-10.013,-10.017,-10.035,-10.063,-10.098,-10.135,-10.171,-10.199,-10.216,-10.215,-10.192,-10.141,-10.058,-9.937,-9.775,-9.567,-9.005,-8.646,-8.233,-7.767,-7.248,-6.677,-6.058,-5.392,-4.684,-3.937,-3.157,-2.349,-0.669,0.19,1.055,1.919,2.777,5.26,6.041,6.792,7.511,8.193,8.836,9.44,10.002,10.522,10.999,11.434,11.828,12.18,12.492,12.766,13.002,13.202,13.368,13.502,13.604,13.677,13.721,13.739,13.731,13.699,13.643,13.564,13.463,13.342,13.199,13.036,12.854,12.653,12.195,11.94,11.668,11.381,11.078,10.762,10.433,10.092,9.741,9.381,9.013,8.64,8.262,7.881,7.5,7.119,6.74,6.365,5.995,5.632,5.277,4.932,4.597,4.275,3.964,3.668,3.386,3.118,2.866,2.63,2.409,2.205,2.017,1.846,1.69,1.551,1.428,1.321,1.229,1.154,1.093,1.048,1.018,1.003,1.003,1.018,1.047,1.091,1.15,1.223,1.311,1.413,1.529,1.66,1.805,1.964,2.136,2.322,2.52,2.731,2.953,3.187,3.43,3.682,3.941,4.208,4.479,4.754,5.308,5.584,5.857,6.124,6.384,6.634,6.874,7.1,7.312,7.507,7.683,7.84,7.976,8.089,8.179,8.244,8.285,8.291,8.256,8.197,8.113,8.005,7.875,7.723,7.552,7.361,7.154,6.931,6.695,6.447,6.19,5.925
-6.953,-7.285,-7.607,-7.918,-8.215,-8.498,-8.765,-9.014,-9.245,-9.456,-9.648,-9.82,-9.973,-10.107,-10.223,-10.406,-10.531,-10.575,-10.635,-10.653,-10.664,-10.67,-10.67,-10.665,-10.654,-10.637,-10.612,-10.579,-10.536,-10.481,-10.411,-10.324,-10.217,-10.088,-9.934,-9.753,-9.542,-9.298,-9.021,-8.708,-7.972,-7.549,-7.088,-6.593,-6.063,-5.501,-4.91,-4.293,-3.653,-2.994,-2.32,-1.636,-0.253,0.437,1.12,1.792,2.451,4.309,4.881,5.427,5.945,6.435,6.896,7.329,7.734,8.112,8.464,8.792,9.096,9.378,9.639,9.882,10.106,10.313,10.503,10.678,10.838,10.982,11.111,11.225,11.322,11.401,11.463,11.505,11.528,11.528,11.507,11.462,11.393,11.299,11.034,10.863,10.667,10.446,10.201,9.934,9.645,9.337,9.011,8.669,8.315,7.949,7.575,7.195,6.812,6.428,6.046,5.668,5.296,4.932,4.578,4.236,3.907,3.592,3.294,3.011,2.747,2.499,2.27,2.059,1.866,1.691,1.534,1.395,1.272,1.167,1.078,1.004,0.947,0.904,0.875,0.861,0.86,0.873,0.899,0.938,0.989,1.053,1.129,1.217,1.318,1.43,1.554,1.69,1.838,1.997,2.167,2.348,2.539,2.741,2.951,3.171,3.398,3.632,3.872,4.117,4.365,4.616,5.116,5.363,5.605,5.841,6.068,6.284,6.489,6.68,6.854,7.011,7.15,7.267,7.363,7.436,7.486,7.511,7.511,7.438,7.365,7.268,7.148,7.006,6.844,6.663,6.465,6.251,6.023,5.784,5.535,5.278,5.016,4.75
-12.389,-12.355,-12.315,-12.267,-12.212,-12.149,-12.08,-12.002,-11.918,-11.826,-11.726,-11.619,-11.504,-11.382,-11.252,-10.97,-10.658,-10.491,-10.136,-9.947,-9.752,-9.549,-9.34,-9.124,-8.901,-8.672,-8.436,-8.194,-7.947,-7.693,-7.433,-7.169,-6.898,-6.623,-6.342,-6.057,-5.767,-5.473,-5.175,-4.873,-4.258,-3.946,-3.63,-3.312,-2.992,-2.67,-2.345,-2.019,-1.692,-1.363,-1.034,-0.704,-0.044,0.286,0.615,0.944,1.271,2.244,2.564,2.882,3.198,3.51,3.819,4.125,4.427,4.726,5.02,5.31,5.595,5.876,6.151,6.421,6.687,6.946,7.2,7.448,7.69,7.925,8.155,8.378,8.594,8.804,9.007,9.203,9.392,9.573,9.748,9.916,10.076,10.229,10.513,10.644,10.767,10.884,10.992,11.094,11.188,11.275,11.355,11.427,11.493,11.551,11.602,11.647,11.685,11.716,11.74,11.758,11.77,11.776,11.775,11.768,11.756,11.738,11.715,11.686,11.652,11.612,11.568,11.52,11.466,11.409,11.347,11.281,11.211,11.138,11.061,10.981,10.897,10.811,10.722,10.63,10.536,10.44,10.342,10.241,10.139,10.035,9.93,9.824,9.717,9.608,9.499,9.389,9.279,9.168,9.058,8.947,8.836,8.725,8.614,8.504,8.395,8.285,8.177,8.07,7.963,7.857,7.649,7.546,7.445,7.345,7.247,7.15,7.054,6.96,6.867,6.776,6.687,6.599,6.512,6.428,6.345,6.263,6.183,6.029,5.954,5.881,5.809,5.739,5.671,5.604,5.539,5.475,5.412,5.351,5.291,5.233,5.176,5.12
-10.996,-10.988,-10.972,-10.95,-10.921,-10.885,-10.842,-10.792,-10.734,-10.67,-10.598,-10.519,-10.433,-10.339,-10.238,-10.014,-9.761,-9.624,-9.328,-9.169,-9.003,-8.831,-8.651,-8.465,-8.273,-8.073,-7.868,-7.656,-7.439,-7.215,-6.986,-6.751,-6.511,-6.266,-6.015,-5.76,-5.5,-5.236,-4.968,-4.695,-4.14,-3.858,-3.572,-3.284,-2.993,-2.7,-2.405,-2.108,-1.81,-1.511,-1.211,-0.91,-0.308,-0.007,0.294,0.594,0.893,1.781,2.073,2.363,2.65,2.935,3.217,3.495,3.771,4.042,4.309,4.573,4.832,5.086,5.336,5.581,5.821,6.056,6.285,6.509,6.728,6.94,7.146,7.347,7.541,7.729,7.911,8.087,8.256,8.418,8.574,8.723,8.866,9.002,9.254,9.37,9.479,9.582,9.678,9.767,9.85,9.927,9.997,10.06,10.118,10.169,10.214,10.253,10.287,10.314,10.336,10.352,10.363,10.368,10.369,10.364,10.354,10.34,10.321,10.297,10.269,10.237,10.201,10.161,10.118,10.071,10.02,9.966,9.909,9.85,9.787,9.722,9.654,9.584,9.512,9.438,9.362,9.284,9.205,9.124,9.042,8.959,8.874,8.789,8.703,8.617,8.529,8.441,8.353,8.265,8.177,8.088,7.999,7.911,7.823,7.735,7.647,7.56,7.473,7.387,7.301,7.216,7.048,6.965,6.883,6.802,6.721,6.642,6.563,6.485,6.408,6.332,6.257,6.183,6.109,6.037,5.966,5.895,5.826,5.689,5.622,5.556,5.491,5.426,5.362,5.3,5.237,5.176,5.115,5.055,4.995,4.936,4.878,4.82
-8.467,-8.611,-8.756,-8.902,-9.049,-9.198,-9.349,-9.5,-9.652,-9.804,-9.957,-10.109,-10.261,-10.41,-10.558,-10.844,-11.11,-11.234,-11.454,-11.549,-11.632,-11.701,-11.756,-11.794,-11.814,-11.815,-11.796,-11.754,-11.69,-11.6,-11.485,-11.344,-11.174,-10.976,-10.748,-10.491,-10.202,-9.884,-9.534,-9.153,-8.301,-7.83,-7.331,-6.804,-6.25,-5.67,-5.067,-4.442,-3.796,-3.133,-2.453,-1.759,-0.338,0.384,1.109,1.837,2.563,4.708,5.403,6.085,6.749,7.395,8.02,8.621,9.198,9.747,10.267,10.757,11.216,11.641,12.033,12.39,12.712,12.999,13.249,13.463,13.641,13.783,13.89,13.962,14.0,14.004,13.977,13.918,13.829,13.712,13.568,13.397,13.203,12.986,12.49,12.215,11.924,11.619,11.301,10.972,10.634,10.289,9.937,9.581,9.221,8.86,8.499,8.139,7.781,7.426,7.076,6.732,6.394,6.064,5.742,5.43,5.127,4.835,4.554,4.285,4.029,3.785,3.554,3.337,3.133,2.944,2.769,2.608,2.462,2.331,2.215,2.113,2.027,1.955,1.898,1.856,1.829,1.816,1.817,1.833,1.862,1.905,1.961,2.031,2.113,2.207,2.313,2.431,2.559,2.698,2.847,3.005,3.171,3.346,3.528,3.716,3.911,4.11,4.314,4.522,4.732,4.945,5.372,5.586,5.798,6.008,6.214,6.418,6.616,6.809,6.996,7.176,7.348,7.513,7.668,7.813,7.949,8.074,8.188,8.381,8.459,8.525,8.579,8.619,8.647,8.662,8.664,8.653,8.63,8.594,8.546,8.486,8.414,8.331
-8.398,-8.609,-8.817,-9.021,-9.221,-9.416,-9.604,-9.787,-9.961,-10.129,-10.287,-10.436,-10.575,-10.703,-10.82,-11.015,-11.157,-11.206,-11.256,-11.257,-11.24,-11.206,-11.154,-11.083,-10.994,-10.885,-10.758,-10.61,-10.443,-10.256,-10.05,-9.823,-9.577,-9.311,-9.027,-8.723,-8.4,-8.06,-7.701,-7.326,-6.526,-6.102,-5.665,-5.213,-4.749,-4.273,-3.787,-3.29,-2.785,-2.272,-1.752,-1.227,-0.165,0.37,0.905,1.439,1.972,3.549,4.064,4.57,5.069,5.557,6.035,6.501,6.954,7.393,7.819,8.228,8.622,8.999,9.358,9.699,10.022,10.325,10.61,10.874,11.118,11.342,11.546,11.729,11.891,12.033,12.155,12.256,12.338,12.399,12.442,12.465,12.47,12.456,12.377,12.313,12.233,12.138,12.028,11.905,11.769,11.622,11.462,11.293,11.114,10.926,10.73,10.527,10.318,10.104,9.885,9.662,9.437,9.21,8.981,8.753,8.524,8.297,8.072,7.849,7.63,7.415,7.204,6.998,6.798,6.605,6.418,6.239,6.067,5.903,5.748,5.602,5.465,5.337,5.219,5.11,5.012,4.924,4.845,4.777,4.719,4.671,4.634,4.606,4.588,4.58,4.581,4.592,4.612,4.64,4.677,4.722,4.774,4.834,4.901,4.975,5.055,5.14,5.231,5.326,5.425,5.528,5.744,5.855,5.968,6.083,6.197,6.312,6.427,6.541,6.653,6.764,6.872,6.977,7.079,7.178,7.273,7.363,7.448,7.603,7.672,7.735,7.792,7.842,7.885,7.922,7.952,7.974,7.989,7.997,7.998,7.991,7.976,7.955
