01G-QSS4:Curr1,02G-QSS3:Curr1,05G-QSS3:Curr1,07G-QSS2:Curr1,08G-QSS2:Curr1,09G-QSS1:Curr1,10G-QSS4:Curr1,11G-QSS3:Curr1,12G-QSS3:Curr1,14G-QSS2:Curr1,16G-QSS2:Curr1,17G-QSS2:Curr1,18G-QSS1:Curr1,objective,objective_old
-5.684803,3.624815,3.405398,-4.58258,1.63765,-2.257822,-11.708879,-2.727359,5.165952,1.540642,-2.384989,4.290067,6.26135,1.54606,-1.54606
-5.644921,3.945174,3.837831,-4.649492,1.49339,-2.505692,-12.02431,-2.645533,6.066462,2.102135,-3.131166,4.279863,5.743401,1.51928,-1.51928
-5.540509,4.783885,4.969956,-4.824668,1.115712,-3.154623,-12.850118,-2.431307,8.424025,3.57214,-5.084683,4.253148,4.387393,1.333357,-1.333357
-5.7341,3.228829,2.870881,-4.499873,1.815965,-1.951439,-11.318985,-2.828503,4.052862,0.8466,-1.462664,4.30268,6.90157,1.5764,-1.5764
-5.773982,2.90847,2.438448,-4.432962,1.960225,-1.703569,-11.003554,-2.91033,3.152352,0.285108,-0.716487,4.312885,7.419519,1.562416,-1.562416
-5.878394,2.069759,1.306323,-4.257785,2.337903,-1.054638,-10.177746,-3.124555,0.794788,-1.184898,1.237029,4.3396,8.775526,1.407017,-1.407017
-5.810817,2.612584,2.03905,-4.371162,2.093465,-1.474635,-10.71222,-2.985905,2.320636,-0.23349,-0.027313,4.32231,7.8979,1.49975,-1.49975
-5.608086,4.24106,4.23723,-4.711292,1.36015,-2.734626,-12.315644,-2.569957,6.898178,2.620732,-3.82034,4.270438,5.26502,1.505004,-1.505004
-5.240911,3.421992,2.446092,-4.655579,1.788213,-1.504784,-11.605257,-2.916918,4.418422,0.880151,-1.763898,4.203184,6.655531,1.55569,-1.55569
-4.458437,3.609841,1.590448,-4.881471,1.79946,-0.6856,-11.945676,-3.091826,4.659399,0.715885,-1.960865,4.046168,6.459036,1.554601,-1.554601
-2.409894,4.101634,-0.649655,-5.472864,1.828906,1.45905,-12.836906,-3.549741,5.290283,0.285828,-2.47653,3.635094,5.944608,1.394794,-1.394794
-6.208101,3.189799,3.503725,-4.376361,1.77431,-2.51735,-11.184475,-2.700719,4.120559,1.083196,-1.520434,4.397267,6.898411,1.566812,-1.566812
-6.990575,3.001951,4.359369,-4.150469,1.763063,-3.336533,-10.844056,-2.525811,3.879582,1.247463,-1.323468,4.554283,7.094905,1.534592,-1.534592
-9.039117,2.510158,6.599472,-3.559075,1.733617,-5.481183,-9.952826,-2.067895,3.248698,1.677519,-0.807803,4.965357,7.609333,1.401057,-1.401057
-7.713273,2.828453,5.149647,-3.941833,1.752675,-4.093137,-10.529642,-2.364265,3.657015,1.399181,-1.141548,4.699305,7.276388,1.504076,-1.504076
-3.735739,3.783339,0.80017,-5.090106,1.809849,0.071003,-12.26009,-3.253372,4.881966,0.564167,-2.142784,3.901147,6.277553,1.503406,-1.503406
-5.72564,3.301215,2.784362,-4.555539,1.578739,-2.192999,-10.876558,-2.776317,4.615515,0.550629,-2.004898,4.280622,7.110241,1.57722,-1.57722
-5.727474,3.293641,2.476052,-4.619563,1.251051,-2.487371,-10.037917,-2.72373,5.175394,-0.146818,-2.591811,4.248902,7.649483,1.548491,-1.548491
-5.732277,3.273812,1.668885,-4.78718,0.393151,-3.258048,-7.842328,-2.586053,6.641178,-1.972755,-4.128369,4.165857,9.061237,1.390442,-1.390442
-5.723372,3.310577,3.165455,-4.476401,1.983784,-1.829135,-11.913174,-2.841319,3.923466,1.412719,-1.279434,4.31983,6.443701,1.573606,-1.573606
-5.721538,3.318151,3.473765,-4.412376,2.311473,-1.534762,-12.751814,-2.893907,3.363587,2.110165,-0.692521,4.35155,5.904459,1.560771,-1.560771
0,0,0,0,0,0,0,0,0,0,0,0,0,0.4105,-0.4105
0.560533,-0.235897,0.66562,-0.421541,-0.091723,0.55213,0.58263,-0.237703,-0.400443,0.67852,-0.420219,-0.085551,0.522797,0.393597,-0.393597
1.467495,-0.617587,1.742617,-1.10361,-0.240133,1.445495,1.525346,-0.622314,-1.048375,1.776388,-1.100147,-0.223976,1.368701,0.353939,-0.353939
2.812776,-1.18374,3.340105,-2.115309,-0.460267,2.770607,2.923659,-1.1928,-2.009439,3.404836,-2.108671,-0.4293,2.623414,0.301583,-0.301583
-0.560533,0.235897,-0.66562,0.421541,0.091723,-0.55213,-0.58263,0.237703,0.400443,-0.67852,0.420219,0.085551,-0.522797,0.399605,-0.399605
-1.467495,0.617587,-1.742617,1.10361,0.240133,-1.445495,-1.525346,0.622314,1.048375,-1.776388,1.100147,0.223976,-1.368701,0.378635,-0.378635
-2.812776,1.18374,-3.340105,2.115309,0.460267,-2.770607,-2.923659,1.1928,2.009439,-3.404836,2.108671,0.4293,-2.623414,0.332117,-0.332117
-4.158056,1.749893,-4.937594,3.127008,0.680402,-4.095718,-4.321972,1.763287,2.970503,-5.033283,3.117196,0.634623,-3.878128,0.268306,-0.268306
-0.424043,0.911451,-0.188774,0.597463,-0.642317,0.057414,-0.439925,0.913947,0.304965,-0.394877,0.644565,-0.649841,0.04639,0.394016,-0.394016
-0.524337,2.13967,0.201435,1.123618,-1.777468,0.727352,-0.54282,2.144317,0.379899,-0.324668,1.248315,-1.790717,0.667834,0.358317,-0.358317
-0.6731,3.961465,0.780225,1.904055,-3.461217,1.721058,-0.695444,3.969303,0.491047,-0.220528,2.143846,-3.482958,1.589611,0.300786,-0.300786
-0.300074,-0.606711,-0.671098,-0.052901,0.760807,-0.770675,-0.312738,-0.606874,0.212342,-0.481659,-0.101711,0.760359,-0.721758,0.404747,-0.404747
-0.19978,-1.83493,-1.061307,-0.579056,1.895958,-1.440613,-0.209842,-1.837245,0.137408,-0.551868,-0.705461,1.901235,-1.343202,0.42218,-0.42218
-0.051017,-3.656725,-1.640097,-1.359493,3.579707,-2.434319,-0.057219,-3.66223,0.02626,-0.656008,-1.600993,3.593476,-2.264979,0.380556,-0.380556
0.097746,-5.47852,-2.218887,-2.139929,5.263456,-3.428026,0.095405,-5.487216,-0.084888,-0.760147,-2.496524,5.285716,-3.186756,0.323219,-0.323219
0.174682,-1.097237,-0.654989,0.463314,1.707729,-0.779591,0.160893,-1.096498,1.009678,-0.271316,0.374376,1.699597,-0.757196,0.383342,-0.383342
0.879572,-1.115976,-0.38272,1.630547,2.523653,-0.371319,0.862322,-1.112421,2.347074,0.113324,1.525639,2.499476,-0.422433,0.349562,-0.349562
1.925123,-1.143772,0.021132,3.361882,3.733898,0.234264,1.902739,-1.136039,4.33081,0.683855,3.233286,3.685923,0.074113,0.283643,-0.283643
-0.696611,-1.074074,-0.991532,-0.979465,0.699191,-1.284244,-0.706121,-1.076817,-0.643435,-0.746758,-1.048664,0.710892,-1.170985,0.461657,-0.461657
-1.401501,-1.055335,-1.263801,-2.146698,-0.116733,-1.692516,-1.40755,-1.060894,-1.980832,-1.131399,-2.199926,-0.088988,-1.505747,0.493643,-0.493643
-2.447052,-1.027539,-1.667653,-3.878033,-1.326979,-2.298099,-2.447967,-1.037276,-3.964567,-1.70193,-3.907574,-1.275434,-2.002293,0.482414,-0.482414
-3.492603,-0.999743,-2.071504,-5.609368,-2.537224,-2.903682,-3.488384,-1.013658,-5.948303,-2.27246,-5.615221,-2.461881,-2.49884,0.445964,-0.445964
-4.538153,-0.971948,-2.475356,-7.340703,-3.747469,-3.509265,-4.528801,-0.990041,-7.932038,-2.842991,-7.322868,-3.648327,-2.995387,0.36204,-0.36204
-2.101246,-1.860047,-1.405841,-2.68025,-1.421298,-1.869274,-1.968697,-1.866717,-2.564425,-1.358573,-2.719875,-1.371869,-1.931222,0.501954,-0.501954
-2.403493,-3.184163,-1.315088,-2.169212,-2.571428,-1.674558,-2.050764,-3.189314,-1.933999,-1.273256,-2.20563,-2.505806,-2.225493,0.459112,-0.459112
-2.85181,-5.1482,-1.180475,-1.411199,-4.277394,-1.38574,-2.172492,-5.151098,-0.998898,-1.146708,-1.442859,-4.187754,-2.66198,0.36847,-0.36847
-1.727648,-0.223349,-1.518019,-3.311928,0.000341,-2.109955,-1.867258,-0.231897,-3.343676,-1.464029,-3.355518,0.029754,-1.567483,0.500156,-0.500156
-1.425402,1.100767,-1.608773,-3.822966,1.150471,-2.304671,-1.785191,1.0907,-3.974102,-1.549346,-3.869763,1.163692,-1.273211,0.476159,-0.476159
-0.977085,3.064804,-1.743386,-4.580979,2.856437,-2.593488,-1.663463,3.052483,-4.909203,-1.675894,-4.632534,2.84564,-0.836724,0.416865,-0.416865
-0.528768,5.028841,-1.877999,-5.338992,4.562403,-2.882306,-1.541735,5.014267,-5.844303,-1.802442,-5.395305,4.527588,-0.400237,0.338198,-0.338198
-0.994475,-0.264328,-1.61943,-3.039786,-0.460937,-2.663766,-1.157191,-0.26482,-3.663377,-1.366056,-3.08017,-0.352282,-2.539098,0.456526,-0.456526
0.26163,-0.024824,-1.804476,-2.717478,-0.941675,-3.60482,0.010673,-0.012632,-4.326264,-1.227236,-2.753414,-0.708543,-4.043242,0.397135,-0.397135
-2.547106,-0.560371,-1.3907,-3.438182,0.133287,-1.500559,-2.600752,-0.576541,-2.844004,-1.537647,-3.484062,0.088082,-0.679874,0.55846,-0.55846
-3.80321,-0.799875,-1.205654,-3.760491,0.614025,-0.559504,-3.768616,-0.828729,-2.181117,-1.676467,-3.810818,0.444343,0.824271,0.637313,-0.637313
-5.666368,-1.155126,-0.931178,-4.238565,1.327094,0.836344,-5.500889,-1.202794,-1.197868,-1.882376,-4.295489,0.972778,3.05534,0.822771,-0.822771
-7.529525,-1.510378,-0.656703,-4.71664,2.040163,2.232192,-7.233161,-1.576859,-0.21462,-2.088286,-4.780159,1.501214,5.28641,0.892072,-0.892072
-9.392682,-1.865629,-0.382227,-5.194714,2.753232,3.628041,-8.965433,-1.950925,0.768628,-2.294195,-5.26483,2.02965,7.51748,0.740722,-0.740722
-9.10495,-1.321344,-0.477389,-5.01719,2.031295,3.6802,-7.36753,-1.934074,0.168206,-2.280673,-4.990977,2.297531,5.550512,0.84204,-0.84204
-10.340688,-0.765061,-0.380733,-5.166493,1.514298,5.039182,-6.363851,-2.248378,0.094532,-2.446816,-4.990438,3.213499,4.40514,0.800204,-0.800204
-12.173636,0.060064,-0.237365,-5.387952,0.747445,7.054935,-4.875114,-2.714579,-0.014747,-2.693252,-4.989639,4.572139,2.70623,0.741006,-0.741006
-7.577494,-2.008947,-0.596862,-4.832642,2.670338,2.000406,-8.608145,-1.545573,0.259272,-2.075309,-4.991642,1.165331,6.96627,0.85201,-0.85201
-6.341756,-2.56523,-0.693518,-4.683339,3.187335,0.641424,-9.611824,-1.231269,0.332946,-1.909167,-4.992181,0.249363,8.111642,0.836975,-0.836975
-4.508809,-3.390355,-0.836886,-4.461881,3.954188,-1.374329,-11.100561,-0.765068,0.442225,-1.66273,-4.99298,-1.109277,9.810552,0.844708,-0.844708
-2.675861,-4.215479,-0.980254,-4.240422,4.72104,-3.390082,-12.589299,-0.298867,0.551504,-1.416294,-4.993779,-2.467916,11.509462,0.817486,-0.817486
-0.842914,-5.040603,-1.123622,-4.018964,5.487892,-5.405835,-14.078037,0.167335,0.660783,-1.169858,-4.994578,-3.826555,13.208371,0.765867,-0.765867
0.990034,-5.865728,-1.26699,-3.797505,6.254745,-7.421588,-15.566775,0.633536,0.770062,-0.923421,-4.995377,-5.185195,14.907281,0.727942,-0.727942
-5.885312,-3.527226,-0.921331,-4.363116,2.570628,0.453897,-10.111217,-0.352711,0.259768,-1.70033,-5.184587,0.797327,8.390208,0.845272,-0.845272
-5.622129,-4.869779,-1.252758,-3.902419,1.373898,0.673239,-10.533161,0.94792,0.113024,-1.426336,-5.4957,2.036305,8.400338,0.790384,-0.790384
-5.231755,-6.861163,-1.744357,-3.219075,-0.40119,0.998586,-11.159022,2.877121,-0.104638,-1.019926,-5.957168,3.874057,8.415364,0.716856,-0.716856
-6.210624,-1.867739,-0.511664,-4.93257,4.049868,0.182774,-9.589666,-1.96038,0.441154,-2.039005,-4.800031,-0.734133,8.377686,0.847895,-0.847895
-6.473807,-0.525186,-0.180237,-5.393267,5.246598,-0.036568,-9.167722,-3.261011,0.587898,-2.312999,-4.488918,-1.97311,8.367556,0.8374,-0.8374
-6.864181,1.466198,0.311362,-6.076611,7.021686,-0.361915,-8.54186,-5.190212,0.805561,-2.719409,-4.02745,-3.810862,8.352529,0.806065,-0.806065
-7.254555,3.457582,0.802962,-6.759955,8.796774,-0.687262,-7.915999,-7.119414,1.023223,-3.12582,-3.565983,-5.648615,8.337503,0.749041,-0.749041
-6.791524,-1.393606,-1.125607,-4.323824,4.921583,0.18304,-9.116406,-2.372043,0.253956,-1.390883,-5.229091,-1.614987,8.451447,0.836269,-0.836269
-7.565384,-1.473528,-2.328101,-3.048175,5.576967,0.321865,-8.616883,-2.217491,-0.141525,-0.169323,-6.119622,-2.258503,8.577187,0.819449,-0.819449
-8.713237,-1.592077,-4.111739,-1.156027,6.549087,0.527781,-7.87595,-1.988248,-0.728135,1.642596,-7.44053,-3.213018,8.763694,0.77173,-0.77173
-9.861089,-1.710625,-5.895377,0.73612,7.521206,0.733698,-7.135016,-1.759004,-1.314745,3.454514,-8.761439,-4.167533,8.950201,0.70428,-0.70428
-5.83498,-1.294815,0.360758,-5.900614,4.111484,0.011443,-9.733851,-2.563079,0.742798,-2.900815,-4.128334,-0.819558,8.296024,0.859634,-0.859634
-5.06112,-1.214892,1.563252,-7.176263,3.456099,-0.127382,-10.233374,-2.717631,1.138279,-4.122376,-3.237803,-0.176042,8.170285,0.841452,-0.841452
-3.913267,-1.096344,3.34689,-9.068411,2.48398,-0.333298,-10.974307,-2.946874,1.724889,-5.934294,-1.916894,0.778474,7.983777,0.813775,-0.813775
-2.765415,-0.977796,5.130528,-10.960558,1.51186,-0.539215,-11.715241,-3.176118,2.311499,-7.746212,-0.595986,1.732989,7.79727,0.768276,-0.768276
-5.743147,-0.643625,-0.029513,-5.983686,3.387613,-0.447269,-9.903995,-3.28016,0.650589,-2.418628,-3.860003,-0.184119,8.765551,0.859329,-0.859329
-5.67325,0.401895,-0.783265,-5.988382,2.28301,-1.175364,-10.128498,-4.424706,0.461177,-1.514215,-3.51639,0.778605,9.538047,-2.187843,2.187843
-5.829544,-1.93596,0.902175,-5.977882,4.752977,0.452706,-9.626494,-1.865424,0.884716,-3.536544,-4.284731,-1.374111,7.810693,0.846772,-0.846772
-5.899441,-2.98148,1.655927,-5.973186,5.857579,1.180801,-9.401991,-0.720878,1.074128,-4.440958,-4.628344,-2.336835,7.038196,0.810242,-0.810242
-6.003117,-4.532282,2.773953,-5.966221,7.496016,2.26077,-9.068989,0.976805,1.35508,-5.782457,-5.138018,-3.764826,5.892367,0.770106,-0.770106
-6.106794,-6.083083,3.891979,-5.959256,9.134453,3.34074,-8.735988,2.674489,1.636032,-7.123957,-5.647692,-5.192817,4.746537,0.705993,-0.705993
-6.246845,-3.908097,1.622628,-6.997522,6.617881,1.510665,-8.931811,0.463334,1.618329,-4.395242,-4.24852,-3.148372,6.538484,0.775372,-0.775372
-5.640512,-3.378284,2.643324,-4.942906,6.495483,1.772558,-9.587994,-0.456325,0.769685,-5.63148,-5.443113,-2.743914,6.560083,0.797936,-0.797936
-5.761778,-3.484246,2.439185,-5.35383,6.519963,1.72018,-9.456757,-0.272393,0.939414,-5.384232,-5.204194,-2.824805,6.555763,0.643975,-0.643975
-6.125578,-3.802134,1.826768,-6.586599,6.593402,1.563044,-9.063048,0.279402,1.4486,-4.642489,-4.487438,-3.06748,6.542804,0.786482,-0.786482
-5.901086,-3.301059,2.594799,-6.041673,6.402618,1.376896,-9.596771,0.090893,2.155718,-4.413708,-5.642705,-2.957041,5.996134,0.793679,-0.793679
-5.986271,-3.985322,1.671154,-5.898755,6.710747,1.906327,-8.923034,-0.083883,0.232297,-5.613013,-4.048927,-2.935245,7.102434,0.794871,-0.794871
-5.969234,-3.848469,1.855883,-5.927339,6.649121,1.800441,-9.057782,-0.048928,0.616981,-5.373152,-4.367683,-2.939604,6.881174,0.800913,-0.800913
-5.918123,-3.437911,2.41007,-6.01309,6.464244,1.482782,-9.462023,0.055937,1.771033,-4.653569,-5.32395,-2.952682,6.217394,0.790356,-0.790356
-5.108026,-3.442575,1.219181,-6.211459,6.568694,2.516469,-9.623458,-0.183291,1.451361,-5.188792,-5.056169,-3.11383,6.339435,0.790271,-0.790271
-6.779331,-3.843805,3.046772,-5.72897,6.544671,0.766754,-8.896347,0.1903,0.936653,-4.83793,-4.635463,-2.778455,6.759132,0.799675,-0.799675
-6.44507,-3.763559,2.681253,-5.825468,6.549475,1.116697,-9.041769,0.115582,1.039595,-4.908102,-4.719604,-2.84553,6.675193,0.793902,-0.793902
-5.442287,-3.522821,1.584699,-6.114961,6.563889,2.166526,-9.478036,-0.108573,1.34842,-5.118619,-4.972028,-3.046755,6.423375,0.786707,-0.786707
-5.945637,-3.651279,1.803712,-6.03859,6.206723,1.327233,-8.364266,0.059666,1.791938,-5.758207,-5.472617,-2.980019,7.125174,0.791727,-0.791727
-5.941719,-3.635102,2.46224,-5.901839,6.906641,1.95599,-10.155539,-0.052657,0.596077,-4.268514,-4.219015,-2.912267,5.973393,0.800362,-0.800362
-5.942503,-3.638337,2.330535,-5.929189,6.766658,1.830239,-9.797285,-0.030192,0.835249,-4.566453,-4.469736,-2.925817,6.203749,0.789183,-0.789183
-5.944854,-3.648043,1.935418,-6.01124,6.346707,1.452984,-8.722521,0.037202,1.552765,-5.460269,-5.221897,-2.966468,6.894818,0.777885,-0.777885
-11.887357,-7.286381,4.265953,-11.940429,13.113365,3.283223,-18.519805,0.007009,2.388014,-10.026722,-9.691632,-5.892286,13.098567,0.297174,-0.297174
-5.476567,-3.839771,2.68766,-6.321499,6.480247,2.10172,-8.774377,-0.194581,0.860304,-4.447928,-5.195998,-3.017436,6.984948,0.741276,-0.741276
-6.41079,-3.446609,1.578293,-5.61893,6.633118,1.181503,-9.745428,0.20159,1.52771,-5.578794,-4.495634,-2.87485,6.113619,0.741565,-0.741565
-6.223945,-3.525242,1.800166,-5.759444,6.602544,1.365547,-9.551218,0.122356,1.394229,-5.352621,-4.635707,-2.903367,6.287885,0.753053,-0.753053
-6.037101,-3.603874,2.02204,-5.899957,6.57197,1.54959,-9.357008,0.043122,1.260748,-5.126447,-4.77578,-2.931884,6.462151,0.774667,-0.774667
-5.850256,-3.682506,2.243913,-6.040471,6.541395,1.733633,-9.162797,-0.036112,1.127267,-4.900274,-4.915853,-2.960401,6.636416,0.776449,-0.776449
-5.663412,-3.761139,2.465786,-6.180985,6.510821,1.917677,-8.968587,-0.115347,0.993785,-4.674101,-5.055926,-2.988919,6.810682,0.757428,-0.757428
-5.990707,-3.012569,2.339437,-5.702707,5.971291,1.991204,-9.30809,0.635219,1.229296,-4.971603,-4.538335,-3.534432,6.873659,0.954939,-0.954939
-6.074285,-1.989053,2.664611,-5.264245,5.025331,2.549486,-9.393836,1.660528,1.291741,-4.913096,-4.03521,-4.485162,7.391529,1.118296,-1.118296
-6.293095,0.690546,3.515928,-4.116334,2.548778,4.011086,-9.618324,4.34482,1.455224,-4.759921,-2.718012,-6.974206,8.747331,0.55086,-0.55086
-6.151478,-1.043727,2.964944,-4.859277,4.151637,3.065118,-9.473032,2.60751,1.349416,-4.859058,-3.57052,-5.363263,7.869837,0.909162,-0.909162
-6.222286,-0.17659,3.240436,-4.487806,3.350207,3.538102,-9.545678,3.476165,1.40232,-4.809489,-3.144266,-6.168735,8.308584,0.693714,-0.693714
-5.712724,-1.980613,2.810585,-4.655337,5.428835,2.769625,-9.034096,1.67045,1.981642,-4.71396,-3.433384,-4.090006,7.573094,1.093256,-1.093256
-5.125315,-1.996229,3.037476,-3.682642,6.108772,3.109852,-8.449572,1.657181,3.096139,-4.393427,-2.473998,-3.42344,7.852063,0.861916,-0.861916
-6.438801,-1.961311,2.530132,-5.857653,4.588387,2.349082,-9.756608,1.686851,0.604048,-5.110162,-4.61925,-4.913927,7.22827,-10.509337,10.509337
-5.913407,-1.975278,2.73307,-4.987649,5.196541,2.65339,-9.233793,1.674983,1.600884,-4.823468,-3.761149,-4.317733,7.477787,-10.658997,10.658997
-5.388012,-1.989246,2.936007,-4.117644,5.804695,2.957698,-8.710979,1.663115,2.597721,-4.536774,-2.903049,-3.721538,7.727304,0.98715,-0.98715
-5.86839,-2.662571,2.857325,-4.392138,4.836486,2.869909,-9.076363,0.989275,2.30633,-4.67002,-3.168533,-4.674016,7.421536,0.941156,-0.941156
-5.557058,-1.298656,2.763844,-4.918536,6.021185,2.669342,-8.991829,2.351625,1.656954,-4.757901,-3.698235,-3.505997,7.724652,1.145339,-1.145339
-5.305186,-0.195226,2.688216,-5.3444,6.979626,2.507079,-8.923441,3.453789,1.131599,-4.828998,-4.126773,-2.561049,7.969878,0.947883,-0.947883
-5.417827,-0.688695,2.722038,-5.153948,6.550998,2.579645,-8.954025,2.960886,1.366545,-4.797202,-3.935125,-2.983642,7.86021,1.06014,-1.06014
-5.643108,-1.675633,2.789682,-4.773043,5.693742,2.724777,-9.015194,1.97508,1.836437,-4.733611,-3.551829,-3.828829,7.640873,1.146846,-1.146846
-4.93707,-1.293332,2.67663,-4.706985,5.671072,2.202028,-8.397661,2.363616,1.371743,-4.6788,-3.484108,-3.790557,6.923745,1.13266,-1.13266
-3.890316,-1.093746,2.522424,-4.438394,5.270457,1.417816,-7.424441,2.573773,0.819337,-4.563116,-3.211812,-4.087441,5.670291,0.993392,-0.993392
-6.230929,-1.540035,2.867238,-5.038981,6.166259,3.171367,-9.600628,2.103849,2.054554,-4.821792,-3.820685,-3.423588,8.473099,1.100467,-1.100467
-7.277683,-1.739621,3.021443,-5.307572,6.566874,3.955579,-10.573849,1.893692,2.60696,-4.937476,-4.092982,-3.126703,9.726552,0.930634,-0.930634
-6.60021,-1.610446,2.921639,-5.133736,6.30759,3.448027,-9.943967,2.029708,2.249436,-4.862604,-3.916748,-3.318851,8.9153,1.039903,-1.039903
-4.56779,-1.222921,2.622228,-4.61223,5.529741,1.925369,-8.054322,2.437757,1.176862,-4.637988,-3.388046,-3.895294,6.481544,1.09651,-1.09651
-6.069517,-1.101406,2.799481,-4.911153,5.594636,3.273543,-8.341902,2.102158,1.595558,-4.819185,-3.612859,-3.178128,6.927798,1.158741,-1.158741
-7.099299,-0.637836,2.880027,-5.035572,5.163805,4.406029,-7.505503,1.840238,1.534163,-4.957637,-3.61241,-2.414821,5.973321,1.186087,-1.186087
-9.795303,0.575804,3.090901,-5.361305,4.035875,7.370913,-5.315782,1.154522,1.373429,-5.32011,-3.611235,-0.416456,3.474468,1.184975,-1.184975
-11.62825,1.400928,3.234269,-5.582764,3.269023,9.386666,-3.827044,0.688321,1.26415,-5.566546,-3.610436,0.942183,1.775559,1.104615,-1.104615
-13.461198,2.226052,3.377637,-5.804222,2.502171,11.402419,-2.338306,0.22212,1.154871,-5.812982,-3.609637,2.300822,0.076649,0.983669,-0.983669
-4.796637,-1.674409,2.69992,-4.757362,6.127173,1.873715,-9.375747,2.425908,1.671446,-4.648048,-3.613414,-4.121627,8.107597,1.107617,-1.107617
-3.766856,-2.137978,2.619373,-4.632943,6.558004,0.74123,-10.212146,2.687828,1.732841,-4.509596,-3.613863,-4.884934,9.062074,1.058036,-1.058036
-8.046554,-0.841853,2.794027,-4.929125,4.094442,5.709789,-6.843354,2.234694,1.39403,-4.962103,-3.77217,-0.974105,4.974919,1.200386,-1.200386
-7.827235,-1.960647,2.517838,-4.54521,3.097167,5.892574,-7.194974,3.318553,1.271743,-4.733775,-4.031431,0.058376,4.983361,1.166782,-1.166782
-7.25305,-4.889688,1.794765,-3.540109,0.486267,6.371113,-8.115526,6.156133,0.951593,-4.136003,-4.710184,2.761447,5.005463,0.977477,-0.977477
-8.317647,0.541053,3.135415,-5.403669,5.327142,5.483853,-6.408728,0.894971,1.545185,-5.244332,-3.451707,-2.250322,4.964485,1.19306,-1.19306
-8.536966,1.659847,3.411604,-5.787584,6.324418,5.301068,-6.057108,-0.188888,1.667471,-5.472661,-3.192446,-3.282803,4.956043,1.144652,-1.144652
-9.11115,4.588888,4.134677,-6.792685,8.935318,4.822529,-5.136555,-3.026469,1.987622,-6.070432,-2.513693,-5.985874,4.933941,0.933316,-0.933316
-8.73953,2.693173,3.666695,-6.14217,7.245508,5.132246,-5.73235,-1.189948,1.780416,-5.683546,-2.952991,-4.23641,4.948246,1.092311,-1.092311
-7.62467,-2.993973,2.262747,-4.190624,2.176077,6.061396,-7.519732,4.319613,1.158798,-4.522889,-4.270886,1.011983,4.991158,1.116034,-1.116034
-8.534668,-0.42618,2.287484,-4.428892,4.839199,5.706651,-6.442509,1.871723,1.240279,-4.426197,-4.124956,-1.727125,5.036232,1.198529,-1.198529
-9.179551,-0.492783,1.285405,-3.365851,5.385353,5.822338,-6.02624,2.000516,0.910711,-3.40823,-4.867065,-2.263388,5.141015,1.162457,-1.162457
-10.867878,-0.66715,-1.338071,-0.582772,6.815201,6.125212,-4.936433,2.3377,0.047892,-0.743157,-6.809932,-3.667343,5.41534,0.992024,-0.992024
-7.737548,-0.343855,3.526121,-5.742883,4.164116,5.563653,-6.957046,1.712526,1.647647,-5.684474,-3.207658,-1.064267,4.906713,1.21835,-1.21835
-7.092665,-0.277253,4.5282,-6.805925,3.617962,5.447966,-7.373316,1.583733,1.977215,-6.702441,-2.465549,-0.528004,4.80193,1.166459,-1.166459
-5.404338,-0.102885,7.151676,-9.589003,2.188114,5.145092,-8.463123,1.246549,2.840034,-9.367514,-0.522682,0.875952,4.527604,1.016357,-1.016357
-6.497046,-0.215738,5.453726,-7.787757,3.113531,5.341116,-7.757785,1.464779,2.281605,-7.642643,-1.780132,-0.032707,4.705151,1.127123,-1.127123
-9.77517,-0.554297,0.359878,-2.384018,5.889784,5.929188,-5.641771,2.11947,0.60632,-2.468029,-5.552482,-2.758684,5.237793,1.120543,-1.120543
-8.018967,0.161835,2.644684,-5.222062,3.864037,5.245607,-6.86778,1.186446,1.387878,-4.717622,-3.395962,-0.832391,5.356146,1.253689,-1.253689
-7.96072,1.033102,2.016558,-5.225975,2.943535,4.638861,-7.054866,0.232658,1.230034,-3.963944,-3.109618,-0.030121,5.999893,1.31724,-1.31724
-7.808227,3.314109,0.372101,-5.23622,0.533628,3.05038,-7.544663,-2.264392,0.816794,-1.99079,-2.35996,2.070249,7.685244,1.350066,-1.350066
-7.70455,4.864911,-0.745925,-5.243185,-1.104808,1.97041,-7.877664,-3.962076,0.535842,-0.649291,-1.850286,3.49824,8.831074,1.271963,-1.271963
-7.600874,6.415712,-1.863951,-5.25015,-2.743245,0.890441,-8.210666,-5.659759,0.25489,0.692209,-1.340611,4.926231,9.976903,1.145129,-1.145129
-7.873329,2.340302,1.074152,-5.231846,1.562465,3.728534,-7.335559,-1.198352,0.993214,-2.833169,-2.680004,1.17356,6.965734,1.352361,-1.352361
-8.100791,2.496152,0.377355,-6.089627,1.215577,3.357146,-7.143017,-1.227436,1.278588,-1.992292,-2.058484,1.351817,7.234994,1.337012,-1.337012
-8.509569,2.138963,-0.310779,-7.47481,1.298095,3.180582,-6.700632,-0.60742,1.850727,-1.158844,-1.253113,1.079139,7.220432,1.320185,-1.320185
-9.579764,1.203828,-2.112336,-11.101265,1.514131,2.718333,-5.542451,1.015804,3.348608,1.023151,0.855378,0.365258,7.182309,1.17311,-1.17311
-7.595513,2.937663,1.227934,-4.377448,1.113578,3.57539,-7.689836,-1.993819,0.571385,-3.02249,-3.053979,1.688866,7.252994,1.334919,-1.334919
-7.186735,3.294853,1.916068,-2.992265,1.03106,3.751954,-8.132222,-2.613835,-0.000755,-3.855938,-3.85935,1.961544,7.267556,1.314041,-1.314041
