01G-QSS4:Curr1,02G-QSS3:Curr1,05G-QSS3:Curr1,07G-QSS2:Curr1,08G-QSS2:Curr1,09G-QSS1:Curr1,10G-QSS4:Curr1,11G-QSS3:Curr1,12G-QSS3:Curr1,14G-QSS2:Curr1,16G-QSS2:Curr1,17G-QSS2:Curr1,18G-QSS1:Curr1,objective
-8.855947,1.857945,4.781708,-3.76093,0.890029,-4.015706,-8.828791,-1.64201,4.274833,1.518654,-3.195802,4.663095,5.903345,-1.397237
-8.705594,3.065689,6.411968,-4.013184,0.346173,-4.950166,-10.017955,-1.333526,7.669725,3.635462,-6.008865,4.624625,3.950694,-1.198862
-8.984364,0.826408,3.3893,-3.545479,1.354538,-3.217581,-7.813123,-1.905487,1.375249,-0.289316,-0.793158,4.695952,7.571108,-1.445231
-9.041794,0.365091,2.766596,-3.449127,1.562273,-2.860649,-7.358903,-2.023318,0.078516,-1.097865,0.281336,4.710646,8.316954,-1.363634
-9.192148,-0.842654,1.136336,-3.196873,2.106129,-1.926188,-6.169739,-2.331802,-3.316376,-3.214673,3.0944,4.749116,10.269605,-1.097892
-9.094837,-0.060985,2.191463,-3.360135,1.754138,-2.530984,-6.939382,-2.132147,-1.119156,-1.844646,1.273747,4.724218,9.005823,-1.284615
-8.802904,2.28402,5.356841,-3.849922,0.698164,-4.345371,-9.248312,-1.533181,5.472505,2.265435,-4.188212,4.649523,5.214476,-1.326083
-8.235633,1.414134,3.195475,-3.834354,1.175172,-2.813921,-8.530164,-1.953733,2.771843,0.301583,-1.947986,4.542817,6.716304,-1.481028
-7.108871,1.684636,1.963348,-4.159638,1.191369,-1.634297,-9.020368,-2.205601,3.118849,0.065039,-2.231618,4.316713,6.433352,-1.48588
-4.15897,2.392818,-1.262401,-5.011245,1.233771,1.453999,-10.303738,-2.864999,4.027323,-0.554242,-2.974176,3.724767,5.692575,-1.463404
-2.153403,2.874294,-3.45551,-5.590231,1.262599,3.553657,-11.176271,-3.313308,4.644972,-0.975276,-3.479023,3.322317,5.188939,-1.151511
-9.628387,1.079776,4.718467,-3.43228,1.155153,-4.272016,-7.924238,-1.642407,2.34292,0.593968,-1.597398,4.822296,7.066051,-1.415301
-10.755149,0.809275,5.950594,-3.106995,1.138956,-5.45164,-7.434034,-1.39054,1.995913,0.830512,-1.313766,5.048399,7.349002,-1.338984
-5.594102,2.048286,0.306932,-4.596937,1.213142,-0.048462,-9.679376,-2.544201,3.585349,-0.252961,-2.61292,4.01275,6.052964,-1.4601
-7.264984,1.640809,1.857888,-4.172021,0.897515,-2.058007,-8.206796,-2.124268,3.569549,-0.523236,-2.715066,4.319483,6.952054,-1.465744
-7.267625,1.629903,1.413921,-4.264216,0.425644,-2.481903,-6.999154,-2.048541,4.375775,-1.527558,-3.560221,4.273806,7.728563,-1.421938
-7.274541,1.601349,0.2516,-4.505585,-0.809731,-3.591678,-3.837506,-1.850287,6.486503,-4.156909,-5.772864,4.154222,9.761489,-1.211079
-7.261719,1.65429,2.406661,-4.058062,1.480781,-1.534042,-9.699524,-2.217871,2.572999,0.718175,-1.670398,4.375942,5.992236,-1.483571
-7.259077,1.665197,2.850628,-3.965867,1.952652,-1.110146,-10.907166,-2.293597,1.766772,1.722497,-0.825243,4.421619,5.215727,-1.462332
-7.252161,1.69375,4.012949,-3.724498,3.188027,-0.000372,-14.068814,-2.491852,-0.343956,4.351847,1.3874,4.541203,3.182801,-1.279159
-7.256637,1.67527,3.260679,-3.880715,2.388476,-0.718633,-12.022553,-2.363539,1.022136,2.650096,-0.044653,4.463807,4.498539,-1.420696
-7.270065,1.61983,1.00387,-4.349367,-0.01018,-2.873417,-5.883767,-1.9786,5.120412,-2.455157,-4.340811,4.231618,8.445751,-1.368953
-8.145312,1.635695,2.548702,-4.16085,1.616246,-1.835862,-9.857371,-2.454705,3.03466,0.505945,-2.199692,4.772188,6.787035,-1.465138
-9.57361,1.611333,3.011596,-4.278765,2.083149,-2.101686,-10.746741,-2.877665,3.358405,0.689782,-2.612432,5.437305,7.665409,-1.176117
-6.379839,1.665808,1.976534,-4.015098,1.039122,-1.507285,-8.758049,-1.931899,2.634489,0.27871,-1.689516,3.950057,5.701306,-1.361228
-7.657348,1.644018,2.390559,-4.120565,1.456733,-1.745046,-9.553526,-2.310205,2.924056,0.443139,-2.058683,4.544956,6.486947,-1.546412
-8.934856,1.622228,2.804583,-4.226031,1.874343,-1.982806,-10.349003,-2.688511,3.213622,0.607567,-2.427849,5.139856,7.272588,-1.325288
-5.262734,3.459491,1.523402,-7.411277,-0.372465,-1.619296,-12.847916,-1.64374,3.569684,-0.407517,-1.212613,4.409004,6.792149,-0.944501
-7.223818,1.480956,2.838448,-4.409647,1.378565,-1.353383,-9.121356,-2.462167,2.635935,0.908635,-2.337708,4.464931,6.822776,-1.356774
-8.002337,1.808591,1.913975,-3.824173,1.505958,-2.12023,-9.930565,-2.132024,3.192107,-0.033754,-1.754071,4.583752,6.096668,-1.278817
-7.846633,1.743064,2.09887,-3.941268,1.480479,-1.96686,-9.768723,-2.198053,3.080873,0.154724,-1.870799,4.559988,6.24189,-1.39016
-7.379522,1.546483,2.653553,-4.292552,1.404043,-1.506752,-9.283197,-2.396138,2.74717,0.720157,-2.220981,4.488695,6.677554,-1.429447
-7.656122,2.171913,2.543685,-3.891089,0.955065,-1.449275,-9.570122,-1.769032,2.946182,0.467573,-1.786766,4.034688,6.72644,-1.478845
-7.725771,3.024843,2.814664,-3.525704,0.166766,-0.984041,-9.641578,-0.914608,2.998219,0.51633,-1.367495,3.242413,7.157998,-1.026655
-7.570033,1.117634,2.208738,-4.342731,1.929457,-2.024337,-9.481798,-2.825158,2.88186,0.407308,-2.305013,5.013994,6.193004,-1.255645
-7.632328,1.880517,2.451108,-4.01592,1.224381,-1.608219,-9.54571,-2.060938,2.928404,0.450916,-1.930006,4.305362,6.579002,-1.526306
-7.694623,2.643401,2.693479,-3.689109,0.519304,-1.1921,-9.609622,-1.296718,2.974948,0.494525,-1.554999,3.596729,6.964999,-1.241065
-7.330721,1.883804,2.571563,-3.510101,1.564096,-1.426812,-9.245613,-2.056422,3.503093,0.616648,-1.430326,4.638138,6.728411,-1.543288
-6.841214,1.870791,2.760639,-2.699523,2.13071,-1.14329,-8.758509,-2.06748,4.43184,0.88376,-0.630838,5.19361,6.960885,-1.192982
-7.935785,1.89989,2.337852,-4.512031,0.863723,-1.777265,-9.847706,-2.042755,2.355098,0.28648,-2.418548,3.951537,6.441058,-1.318396
-7.497956,1.88825,2.506967,-3.787028,1.370517,-1.523675,-9.412027,-2.052645,3.185795,0.525392,-1.703464,4.448366,6.648989,-1.591649
-7.060128,1.876611,2.676081,-3.062025,1.877312,-1.270085,-8.976348,-2.062535,4.016492,0.764304,-0.98838,4.945195,6.856919,-1.357791
-7.588663,1.318915,2.560987,-3.503091,0.922053,-1.417508,-9.408426,-2.621172,3.53039,0.583298,-1.419034,4.005963,6.541219,-1.402282
-7.329221,2.455511,2.483086,-3.941756,1.909302,-1.584648,-9.337982,-1.48588,2.989244,0.510064,-1.860452,4.979313,6.793815,-1.491067
-7.119327,3.375036,2.420063,-4.296644,2.708003,-1.719867,-9.280991,-0.56741,2.551448,0.450817,-2.217567,5.766769,6.99817,-1.083204
-7.213194,2.963812,2.448247,-4.137933,2.350813,-1.659395,-9.306478,-0.978162,2.747236,0.477313,-2.057861,5.414608,6.90678,-1.193558
-7.400929,2.141364,2.504617,-3.820512,1.636433,-1.538451,-9.357452,-1.799667,3.138813,0.530305,-1.738447,4.710286,6.723999,-1.575688
-7.951742,2.290541,2.55224,-3.850021,1.336739,-0.942017,-8.932235,-2.024034,3.14984,0.46477,-1.703429,5.026702,6.21251,-1.550977
-8.809893,2.676849,2.619363,-3.953704,0.977713,0.00172,-8.235236,-2.242301,3.098678,0.349393,-1.703055,5.662791,5.417112,-1.490988
-11.056563,3.688216,2.795091,-4.225148,0.037772,2.472457,-6.410469,-2.81373,2.964733,0.047333,-1.702075,7.328095,3.334735,-1.331006
-6.891008,1.813039,2.469273,-3.721862,1.780519,-2.108541,-9.793773,-1.754242,3.21308,0.607384,-1.703891,4.240452,7.195675,-1.589449
-6.032857,1.426731,2.402151,-3.61818,2.139545,-3.052279,-10.490772,-1.535975,3.264243,0.722761,-1.704265,3.604363,7.991073,-1.568027
-3.786188,0.415365,2.226422,-3.346735,3.079487,-5.523016,-12.315539,-0.964546,3.398188,1.024821,-1.705244,1.93906,10.07345,-1.398513
-5.240263,1.069935,2.340156,-3.522418,2.471144,-3.923921,-11.134525,-1.334383,3.311497,0.829323,-1.704611,3.016867,8.725707,-1.527066
-9.602488,3.033645,2.681357,-4.049466,0.646115,0.873362,-7.591483,-2.443893,3.051424,0.24283,-1.702709,6.250288,4.682478,-1.439499
-6.840524,1.26495,2.331914,-3.531683,1.240758,-1.9457,-9.924127,-1.211913,3.146375,0.71658,-1.83739,4.818515,7.14212,-1.576906
-6.657759,0.332622,2.101756,-3.211754,0.409696,-1.793378,-10.217144,-0.308697,3.044469,0.906854,-2.053441,5.678916,7.149155,-1.521967
-6.179271,-2.108246,1.499196,-2.37417,-1.766055,-1.394596,-10.984271,2.055953,2.777677,1.404997,-2.619068,7.931475,7.167573,-1.241049
-7.066435,2.417372,2.616404,-3.927137,2.268008,-2.133979,-9.561939,-2.328349,3.272337,0.481389,-1.570337,3.755001,7.133424,-1.556129
-7.249201,3.3497,2.846562,-4.247066,3.099071,-2.2863,-9.268923,-3.231565,3.374243,0.291115,-1.354287,2.8946,7.12639,-1.479513
-6.393257,-1.016657,1.768669,-2.748749,-0.79303,-1.572937,-10.641201,0.998449,2.89699,1.18222,-2.366112,6.9241,7.159336,-1.372627
-7.242347,1.586148,1.903575,-3.106177,1.838929,-1.944198,-9.598009,-1.48998,3.015495,1.16831,-2.137217,4.214251,7.193404,-1.563822
-7.77975,1.530646,1.068509,-2.220309,2.294057,-1.847792,-9.251118,-1.382652,2.740855,2.016616,-2.755641,3.767365,7.280723,-1.515594
-9.186689,1.38534,-1.117721,0.098923,3.485598,-1.595397,-8.342945,-1.101665,2.021839,4.23751,-4.374697,2.597402,7.509328,-1.270966
-6.57808,1.654752,2.935772,-4.201169,1.27636,-2.063363,-10.02679,-1.622644,3.354968,0.119746,-1.372802,4.766632,7.085471,-1.574571
-6.040677,1.710254,3.770838,-5.087037,0.821232,-2.159769,-10.373681,-1.729971,3.629608,-0.72856,-0.754378,5.213519,6.998152,-1.533911
-4.633738,1.85556,5.957068,-7.406269,-0.370308,-2.412164,-11.281853,-2.010958,4.348624,-2.949454,0.864678,6.383481,6.769548,-1.271077
-5.544328,1.761516,4.54211,-5.905231,0.400873,-2.24881,-10.694072,-1.8291,3.883267,-1.512061,-0.183197,5.626266,6.917504,-1.436531
-8.276099,1.479384,0.297237,-1.402115,2.714417,-1.75875,-8.930727,-1.283524,2.487196,2.800117,-3.326822,3.354618,7.361372,-1.429898
-6.548081,2.103479,2.61227,-4.203185,0.802276,-2.375854,-10.123144,-2.113872,3.273674,0.507912,-1.225327,5.179824,7.417019,-1.546758
-6.499542,2.829535,2.088831,-4.206446,0.03519,-2.881475,-10.279049,-2.908695,3.142138,1.135976,-0.986707,5.848383,7.953475,-1.543634
-6.372464,4.730375,0.71845,-4.214983,-1.973065,-4.205209,-10.687214,-4.98957,2.797771,2.780271,-0.361992,7.598691,9.357935,-1.385369
-6.608079,1.206025,3.259275,-4.199154,1.750445,-1.750871,-9.930435,-1.131416,3.436262,-0.268419,-1.520278,4.353441,6.753924,-1.553708
-6.656619,0.479969,3.782714,-4.195893,2.51753,-1.24525,-9.77453,-0.336592,3.567799,-0.896484,-1.758897,3.684882,6.217468,-1.508028
-6.783696,-1.42087,5.153095,-4.187356,4.525785,0.078484,-9.366366,1.744282,3.912166,-2.540779,-2.383612,1.934574,4.813008,-1.331776
-6.70145,-0.190621,4.266166,-4.192881,3.226015,-0.778255,-9.630535,0.397512,3.689287,-1.476569,-1.979288,3.067397,5.721993,-1.476221
-6.454711,3.500126,1.605379,-4.209458,-0.673295,-3.348471,-10.423044,-3.6428,3.02065,1.716061,-0.766316,6.465868,8.448949,-1.526701
-6.774362,1.683951,2.427689,-4.915535,1.093652,-2.302743,-9.844721,-1.536669,3.611019,0.733388,-0.887957,4.822477,7.235469,-1.578561
-7.11501,1.386293,1.854244,-6.069854,1.162417,-2.449879,-9.476066,-1.019989,4.087802,1.427928,-0.216814,4.595245,7.223334,-1.559065
-8.006839,0.607014,0.352947,-9.0919,1.342447,-2.835087,-8.510915,0.332698,5.336036,3.246258,1.540262,4.000345,7.191565,-1.389633
-6.353297,2.051877,3.136505,-3.488719,1.008653,-2.120872,-10.300403,-2.175321,3.021683,-0.12511,-1.717535,5.103351,7.250469,-1.558343
-6.012649,2.349535,3.709949,-2.3344,0.939888,-1.973736,-10.669058,-2.692001,2.5449,-0.81965,-2.388678,5.330582,7.262604,-1.552418
-5.12082,3.128814,5.211247,0.687646,0.759858,-1.588528,-11.634209,-4.044688,1.296666,-2.63798,-4.145754,5.925483,7.294373,-1.354598
-5.698024,2.624454,4.239587,-1.268263,0.876376,-1.83784,-11.00955,-3.169211,2.10454,-1.461132,-3.008551,5.540455,7.273811,-1.491037
-7.429636,1.111374,1.324607,-7.135991,1.225929,-2.585775,-9.135574,-0.542779,4.528162,2.06941,0.403058,4.385372,7.212126,-1.497175
-6.577113,2.068053,3.030654,-4.396992,0.952816,-2.414151,-10.260113,-1.730298,4.044196,0.807954,-1.771696,4.926755,6.85731,-1.568704
-6.529255,2.452484,3.549574,-4.477286,0.779704,-2.711594,-10.638629,-1.632106,5.124807,1.481745,-2.667108,4.914509,6.235772,-1.586539
-6.40396,3.458938,4.908123,-4.687497,0.32649,-3.490312,-11.6296,-1.375036,7.953884,3.245751,-5.011328,4.882451,4.608562,-1.388054
-6.636269,1.59287,2.389234,-4.297743,1.166794,-2.04649,-9.79224,-1.85167,2.708487,-0.024897,-0.664905,4.941891,7.625574,-1.553702
-6.684128,1.208439,1.870314,-4.21745,1.339906,-1.749047,-9.413723,-1.949863,1.627876,-0.698687,0.230507,4.954136,8.247113,-1.477201
-6.459994,3.008838,4.300562,-4.593488,0.529173,-3.142059,-11.186424,-1.490001,6.688682,2.456864,-3.962961,4.896788,5.336272,-1.453205
-5.984534,2.305888,2.529059,-4.5851,0.916793,-1.882838,-10.609585,-1.834853,4.499845,0.858801,-2.147244,4.807167,6.552299,-1.599556
-5.045566,2.531306,1.502287,-4.85617,0.93029,-0.899818,-11.018088,-2.044743,4.789016,0.661681,-2.383603,4.618747,6.316506,-1.550789
-2.587315,3.121458,-1.185838,-5.565842,0.965626,1.673762,-12.087564,-2.594242,5.546078,0.145614,-3.002401,4.125459,5.699192,-1.393914
-7.145163,2.027256,3.798219,-4.250038,0.90011,-3.097917,-10.104647,-1.575415,4.142409,1.102455,-1.855087,5.040066,6.843755,-1.554337
-8.084131,1.801838,4.824991,-3.978968,0.886614,-4.080937,-9.696144,-1.365526,3.853237,1.299575,-1.618727,5.228486,7.079548,-1.492695
-3.686678,2.857534,0.016328,-5.248467,0.949823,0.522822,-11.60928,-2.348499,5.20751,0.376406,-2.725667,4.346064,5.975263,-1.460965
-6.017382,2.292712,2.334835,-4.623492,0.673314,-2.134121,-9.973916,-1.788814,4.905377,0.348157,-2.574596,4.789961,6.96013,-1.575306
-6.019584,2.283623,1.964863,-4.700321,0.280088,-2.487368,-8.967548,-1.725708,5.577232,-0.488778,-3.278891,4.751896,7.607221,-1.538212
-6.025347,2.259829,0.996262,-4.901462,-0.749392,-3.41218,-6.332841,-1.560496,7.336172,-2.679903,-5.122761,4.652243,9.301326,-1.328096
-6.014662,2.303946,2.792147,-4.528527,1.159368,-1.697484,-11.217856,-1.866816,4.074918,1.382666,-1.704039,4.83701,6.160282,-1.581763
-6.01246,2.313035,3.162119,-4.451698,1.552594,-1.344237,-12.224224,-1.929922,3.403063,2.219601,-0.999743,4.875074,5.513191,-1.578969
-6.006697,2.336829,4.13072,-4.250557,2.582073,-0.419425,-14.858931,-2.095133,1.644123,4.410727,0.844126,4.974727,3.819086,-1.393188
-6.010427,2.321429,3.503828,-4.380738,1.91578,-1.017976,-13.153713,-1.988206,2.782533,2.992601,-0.349251,4.910231,4.915534,-1.540934
-6.021617,2.275229,1.623154,-4.771281,-0.083099,-2.813629,-8.038059,-1.667424,6.197762,-1.261777,-3.929383,4.71674,8.204878,-1.461666
-6.750805,2.289212,2.941548,-4.607738,1.305241,-1.919369,-11.433812,-2.069471,4.403279,1.276012,-2.086039,5.170408,6.768335,-1.549379
-7.941053,2.26891,3.327293,-4.706001,1.694326,-2.140889,-12.174954,-2.421938,4.673067,1.42921,-2.429989,5.724672,7.500313,-1.304171
-5.279577,2.314307,2.464742,-4.486279,0.824304,-1.645555,-10.51771,-1.633799,4.069803,1.086649,-1.660893,4.485299,5.863561,-1.49882
-4.089329,2.334609,2.078997,-4.388017,0.435219,-1.424035,-9.776569,-1.281333,3.800016,0.933452,-1.316942,3.931035,5.131583,-1.210571
-4.859674,2.321469,2.328656,-4.451614,0.68704,-1.567406,-10.256246,-1.509454,3.974626,1.032603,-1.539552,4.289762,5.605329,-1.396922
-7.170708,2.28205,3.077634,-4.642404,1.442505,-1.997518,-11.695277,-2.193817,4.498457,1.330058,-2.20738,5.365945,7.026567,-1.502027
-4.760528,2.952892,3.141313,-5.005443,0.799481,-1.891996,-12.63928,-1.507814,5.636858,1.969397,-1.800225,5.291195,6.383249,-1.58478
-5.606697,2.564856,2.914356,-4.741872,0.990153,-1.845961,-11.715757,-1.741943,4.829166,1.514964,-1.873098,5.063718,6.405933,-1.596481
-4.668067,2.995292,3.166112,-5.034243,0.778647,-1.897026,-12.740193,-1.48223,5.725114,2.019053,-1.792262,5.316051,6.38077,-1.580884
-2.210701,4.122188,3.825219,-5.799681,0.224915,-2.030717,-15.422203,-0.802293,8.070737,3.338778,-1.58063,5.976667,6.314891,-1.272523
-6.766908,2.032808,2.603168,-4.380481,1.251589,-1.782841,-10.449483,-2.062966,3.721713,0.891874,-1.973017,4.751818,6.437037,-1.578565
-7.705538,1.602373,2.351412,-4.08811,1.463096,-1.731776,-9.425047,-2.322679,2.825765,0.387785,-2.053853,4.499485,6.462201,-1.492007
-3.309668,3.618225,3.530458,-5.457367,0.472551,-1.970929,-14.222772,-1.10637,7.021743,2.748579,-1.675275,5.681231,6.344353,-1.423914
-5.4226,2.36401,3.261926,-4.942122,0.968684,-1.51881,-11.225477,-1.918318,4.463522,1.832286,-2.128361,4.976496,6.712239,-1.499907
-6.071365,2.637039,2.491532,-4.454227,1.074845,-2.157849,-11.899817,-1.6432,4.926998,1.046962,-1.641997,5.075514,6.10715,-1.380121
-5.941612,2.582433,2.645611,-4.551806,1.053612,-2.030041,-11.764949,-1.698223,4.834303,1.204026,-1.73927,5.055711,6.228167,-1.50271
-5.552353,2.418616,3.107847,-4.844543,0.989916,-1.646617,-11.360345,-1.863295,4.556217,1.675221,-2.031089,4.9963,6.591221,-1.582639
-5.782853,2.939808,3.016291,-4.509991,0.615768,-1.59872,-11.599449,-1.340707,4.722061,1.464734,-1.669243,4.617961,6.631959,-1.470482
-5.711112,2.061241,2.737168,-4.886359,1.427761,-2.077938,-11.525845,-2.220812,4.668459,1.414513,-2.101116,5.434049,6.187429,-1.447811
-5.72546,2.236955,2.792992,-4.811085,1.265362,-1.982095,-11.540566,-2.044791,4.67918,1.424557,-2.014741,5.270832,6.276335,-1.542509
-5.768505,2.764094,2.960466,-4.585264,0.778166,-1.694564,-11.584728,-1.516728,4.71134,1.45469,-1.755617,4.781179,6.543053,-1.577986
-5.855083,2.026943,2.909188,-4.515398,0.610411,-1.768688,-11.591999,-2.253797,4.920737,1.470138,-1.701255,4.620443,6.304446,-1.313662
-5.638881,2.974106,2.84427,-4.880952,1.433118,-1.907971,-11.533295,-1.307721,4.469782,1.40911,-2.069104,5.431568,6.514943,-1.484514
-5.682122,2.784673,2.857254,-4.807841,1.268577,-1.880114,-11.545036,-1.496936,4.559973,1.421315,-1.995534,5.269343,6.472843,-1.552099
-5.811843,2.216376,2.896205,-4.588509,0.774952,-1.796544,-11.580258,-2.064582,4.830546,1.457932,-1.774825,4.782668,6.346545,-1.580854
-6.188955,2.699484,2.911299,-4.751574,0.836856,-1.352278,-11.203673,-1.893173,4.66891,1.380201,-1.884987,5.353609,6.000042,-1.578231
-6.904081,3.021407,2.967234,-4.837976,0.537668,-0.56583,-10.62284,-2.075061,4.626275,1.284054,-1.884675,5.883684,5.337211,-1.560652
-8.776305,3.864212,3.113674,-5.06418,-0.245617,1.493118,-9.102201,-2.551253,4.514654,1.032337,-1.883859,7.271437,3.601896,-1.396684
-5.30501,2.301565,2.842159,-4.644775,1.206673,-2.324381,-11.921621,-1.668346,4.72161,1.499046,-1.885372,4.698401,6.819346,-1.707696
-4.589884,1.979642,2.786224,-4.558373,1.505861,-3.110829,-12.502454,-1.486457,4.764245,1.595193,-1.885684,4.168327,7.482178,-1.564721
-7.939021,3.487298,3.048184,-4.963019,0.104678,0.572328,-9.782252,-2.338293,4.564572,1.144908,-1.884224,6.650815,4.377952,-1.470358
-5.531997,1.965944,2.748739,-4.518801,0.644306,-1.892788,-11.811719,-1.284838,4.649981,1.553869,-1.996504,5.379554,6.525335,-1.561511
-5.379692,1.189004,2.556941,-4.252193,-0.048246,-1.765854,-12.055899,-0.532158,4.56506,1.71243,-2.176546,6.096555,6.531198,-1.539931
-4.980953,-0.845052,2.054807,-3.554206,-1.861372,-1.433535,-12.695172,1.438383,4.342733,2.127549,-2.647902,7.973687,6.546546,-1.289797
-5.720256,2.926295,2.985814,-4.848345,1.500348,-2.049688,-11.509895,-2.215202,4.75495,1.357876,-1.77396,4.493293,6.518089,-1.611413
-5.872561,3.703236,3.177612,-5.114953,2.1929,-2.176622,-11.265715,-2.967882,4.839871,1.199315,-1.593918,3.776292,6.512226,-1.557113
-6.2713,5.737292,3.679746,-5.81294,4.006025,-2.508941,-10.626442,-4.938423,5.062198,0.784196,-1.122561,1.899159,6.496878,-1.505281
-6.013231,4.420823,3.354758,-5.361193,2.832546,-2.29386,-11.040188,-3.663062,4.918305,1.052866,-1.42763,3.114065,6.506812,-1.453084
-5.239023,0.471417,2.379795,-4.005953,-0.687892,-1.648616,-12.281426,0.163022,4.486626,1.858878,-2.342834,6.758782,6.536612,-1.486044
-6.062601,3.232181,2.6383,-4.506872,2.032893,-2.054681,-11.226117,-2.483952,4.650061,1.726517,-2.014958,3.954466,6.560537,-1.59564
-6.510437,3.18593,1.942412,-3.768649,2.412167,-1.974342,-10.937041,-2.394513,4.421194,2.433439,-2.530312,3.582061,6.633303,-1.483934
-5.509046,3.289352,3.498465,-5.419366,1.564086,-2.153985,-11.583435,-2.594505,4.932955,0.852714,-1.377946,4.414784,6.470593,-1.561153
-5.06121,3.335603,4.194353,-6.157589,1.184813,-2.234323,-11.872511,-2.683945,5.161822,0.145793,-0.862592,4.787189,6.397827,-1.491389
-5.351055,3.305669,3.743965,-5.679801,1.430283,-2.182327,-11.685417,-2.626059,5.013696,0.603322,-1.196136,4.546164,6.444922,-1.539704
-6.220591,3.215864,2.3928,-4.246437,2.166696,-2.026338,-11.124135,-2.452399,4.56932,1.97591,-2.196768,3.823087,6.586208,-1.591701
-5.796696,3.631001,2.743056,-4.905666,1.433799,-2.358307,-11.461916,-2.941421,4.705431,1.669712,-1.614836,4.499122,6.797684,-1.60643
-5.756247,4.236048,2.306857,-4.908384,0.794561,-2.779658,-11.591837,-3.603774,4.595817,2.193099,-1.415986,5.056254,7.24473,-1.532429
-5.650348,5.82008,1.164873,-4.915498,-0.878984,-3.88277,-11.931974,-5.337836,4.308845,3.563345,-0.895391,6.514844,8.415113,-1.431255
-5.846694,2.883122,3.282227,-4.902307,2.22394,-1.837488,-11.301325,-2.122708,4.840921,1.02277,-1.860628,3.810469,6.245104,-1.562834
-5.887144,2.278076,3.718426,-4.89959,2.863178,-1.416137,-11.171405,-1.460355,4.950534,0.499382,-2.059478,3.253337,5.798057,-1.53966
-5.993042,0.694043,4.86041,-4.892476,4.536724,-0.313025,-10.831268,0.273707,5.237507,-0.870863,-2.580074,1.794747,4.627674,-1.402387
-5.924503,1.719251,4.121303,-4.89708,3.453582,-1.026974,-11.051409,-0.848602,5.051774,0.015978,-2.243137,2.738766,5.385162,-1.503669
-5.718887,4.794873,1.90398,-4.910894,0.204157,-3.168821,-11.711833,-4.215528,4.494577,2.676503,-1.232327,5.570825,7.657625,-1.512423
-5.992049,3.179889,2.662417,-5.498836,1.783854,-2.226693,-11.2081,-2.349299,5.00494,1.769803,-1.367055,4.107865,6.571393,-1.551201
-6.275923,2.93184,2.184547,-6.460768,1.841159,-2.349306,-10.900888,-1.918732,5.402259,2.348586,-0.807769,3.918505,6.56128,-1.528375
-7.019114,2.282441,0.933466,-8.97914,1.991184,-2.670313,-10.096596,-0.791493,6.442454,3.863861,0.656461,3.422755,6.534806,-1.40511
-5.641162,3.486493,3.253097,-4.309822,1.713022,-2.075134,-11.587836,-2.881509,4.513827,1.054388,-2.05837,4.341927,6.583893,-1.570167
-5.357288,3.734542,3.730968,-3.34789,1.655718,-1.952521,-11.895048,-3.312076,4.116508,0.475604,-2.617656,4.531287,6.594005,-1.566497
-4.614097,4.383941,4.982049,-0.829518,1.505693,-1.631514,-12.69934,-4.439315,3.076313,-1.03967,-4.081885,5.027037,6.62048,-1.450344
-5.095101,3.963641,4.172332,-2.459442,1.602791,-1.839274,-12.178791,-3.709751,3.749541,-0.058964,-3.134216,4.70618,6.603345,-1.533189
-6.538111,2.702741,1.743182,-7.349215,1.894086,-2.462553,-10.617145,-1.521058,5.769226,2.883155,-0.291208,3.743611,6.551941,-1.469466
-5.684803,3.624815,3.405398,-4.58258,1.63765,-2.257822,-11.708879,-2.727359,5.165952,1.540642,-2.384989,4.290067,6.26135,-1.54606
-5.644921,3.945174,3.837831,-4.649492,1.49339,-2.505692,-12.02431,-2.645533,6.066462,2.102135,-3.131166,4.279863,5.743401,-1.51928
-5.540509,4.783885,4.969956,-4.824668,1.115712,-3.154623,-12.850118,-2.431307,8.424025,3.57214,-5.084683,4.253148,4.387393,-1.333357
-5.7341,3.228829,2.870881,-4.499873,1.815965,-1.951439,-11.318985,-2.828503,4.052862,0.8466,-1.462664,4.30268,6.90157,-1.5764
-5.773982,2.90847,2.438448,-4.432962,1.960225,-1.703569,-11.003554,-2.91033,3.152352,0.285108,-0.716487,4.312885,7.419519,-1.562416
-5.878394,2.069759,1.306323,-4.257785,2.337903,-1.054638,-10.177746,-3.124555,0.794788,-1.184898,1.237029,4.3396,8.775526,-1.407017
-5.810817,2.612584,2.03905,-4.371162,2.093465,-1.474635,-10.71222,-2.985905,2.320636,-0.23349,-0.027313,4.32231,7.8979,-1.49975
-5.608086,4.24106,4.23723,-4.711292,1.36015,-2.734626,-12.315644,-2.569957,6.898178,2.620732,-3.82034,4.270438,5.26502,-1.505004
-5.240911,3.421992,2.446092,-4.655579,1.788213,-1.504784,-11.605257,-2.916918,4.418422,0.880151,-1.763898,4.203184,6.655531,-1.55569
-4.458437,3.609841,1.590448,-4.881471,1.79946,-0.6856,-11.945676,-3.091826,4.659399,0.715885,-1.960865,4.046168,6.459036,-1.554601
-2.409894,4.101634,-0.649655,-5.472864,1.828906,1.45905,-12.836906,-3.549741,5.290283,0.285828,-2.47653,3.635094,5.944608,-1.394794
-6.208101,3.189799,3.503725,-4.376361,1.77431,-2.51735,-11.184475,-2.700719,4.120559,1.083196,-1.520434,4.397267,6.898411,-1.566812
-6.990575,3.001951,4.359369,-4.150469,1.763063,-3.336533,-10.844056,-2.525811,3.879582,1.247463,-1.323468,4.554283,7.094905,-1.534592
