,s_1,ls_2,s_3,ls_4,ls_5,s_6,ls_7,alpha_8,s_9,ls_10,n_11
ml,69.92198590336382,68.60617480070142,2.591963676423657,85.1366832746343,1.5118606620536998,1.1584610138784532,1.8805628042779492,0.12113886982432155,0.16983284748134136,0.12190917188440625,0.195224288671554
