0.0,0.1507537688442211,0.3015075376884422,0.4522613065326633,0.6030150753768844,0.7537688442211053,0.9045226130653264,1.0552763819095476,1.2060301507537687,1.3567839195979898,1.5075376884422107,1.6582914572864318,1.8090452261306529,1.959798994974874,2.1105527638190957,2.2613065326633164,2.412060301507537,2.5628140703517586,2.7135678391959805,2.864321608040201,3.0150753768844214,3.1658291457286425,3.3165829145728636,3.4673366834170847,3.6180904522613058,3.7688442211055264,3.919597989949748,4.0703517587939695,4.221105527638192,4.371859296482413,4.522613065326633,4.673366834170854,4.824120603015075,5.125628140703516,5.276381909547736,5.427135678391958,5.5778894472361795,5.728643216080402,5.879396984924624,6.030150753768842,6.180904522613066,6.331658291457285,6.482412060301505,6.633165829145727,6.78391959798995,6.9346733668341685,7.085427135678391,7.2361809045226115,7.3869346733668335,7.6884422110552775,7.839195979899496,7.989949748743719,8.140703517587939,8.291457286432161,8.442211055276381,8.592964824120603,8.743718592964822,8.894472361809044,9.045226130653264,9.19597989949749,9.346733668341711,9.49748743718593,9.648241206030146,9.798994974874368,9.949748743718592,10.100502512562812,10.251256281407032,10.402010050251256,10.552763819095476,10.703517587939695,10.854271356783919,11.00502512562814,11.155778894472359,11.306532663316581,11.457286432160805,11.608040201005025,11.758793969849243,11.909547738693464,12.060301507537684,12.211055276381906,12.361809045226128,12.512562814070348,12.663316582914574,12.814070351758792,12.96482412060301,13.115577889447234,13.266331658291454,13.5678391959799,13.718592964824117,13.869346733668339,14.02010050251256,14.170854271356784,14.321608040201001,14.472361809045225,14.623115577889447,14.773869346733667,14.924623115577885,15.07537688442211,15.226130653266333,15.376884422110553,15.527638190954773,15.678391959798992,15.829145728643216,15.979899497487438,16.130653266331652,16.281407035175874,16.4321608040201,16.582914572864322,16.884422110552762,17.035175879396984,17.185929648241206,17.336683417085425,17.487437185929643,17.638190954773872,17.788944723618087,17.939698492462302,18.090452261306528,18.24120603015076,18.391959798994968,18.542713567839197,18.69346733668341,18.84422110552764,19.145728643216078,19.296482412060293,19.447236180904518,19.597989949748744,19.748743718592962,19.899497487437184,20.05025125628141,20.201005025125625,20.35175879396985,20.502512562814072,20.65326633165829,20.804020100502512,20.954773869346727,21.10552763819095,21.25628140703517,21.407035175879397,21.55778894472361,21.708542713567837,21.859296482412056,22.01005025125628,22.1608040201005,22.311557788944718,22.462311557788944,22.613065326633162,22.763819095477384,22.91457286432161,23.065326633165828,23.21608040201005,23.366834170854265,23.517587939698487,23.66834170854271,23.819095477386927,23.969849246231156,24.120603015075368,24.2713567839196,24.42211055276381,24.572864321608037,24.723618090452256,24.874371859296478,25.025125628140696,25.175879396984925,25.326633165829147,25.47738693467336,25.62814070351759,25.77889447236181,25.92964824120602,26.08040201005025,26.23115577889447,26.381909547738687,26.53266331658291,26.683417085427127,26.83417085427136,26.984924623115567,27.1356783919598,27.286432160804008,27.437185929648237,27.58793969849246,27.738693467336677,27.889447236180896,28.04020100502512,28.190954773869343,28.341708542713565,28.492462311557787,28.643216080402002,28.79396984924623,28.94472361809045,29.09547738693467,29.24623115577889,29.39698492462311,29.547738693467327,29.69849246231156,29.849246231155767,30.0
0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237
8.286,8.274,8.261,8.249,8.237,8.225,8.213,8.201,8.189,8.177,8.166,8.154,8.143,8.132,8.121,8.11,8.099,8.088,8.078,8.067,8.057,8.047,8.037,8.027,8.017,8.007,7.998,7.988,7.979,7.97,7.961,7.952,7.944,7.927,7.918,7.91,7.902,7.895,7.887,7.88,7.872,7.865,7.858,7.851,7.845,7.838,7.832,7.826,7.82,7.808,7.803,7.797,7.792,7.787,7.782,7.778,7.773,7.769,7.765,7.761,7.757,7.754,7.75,7.747,7.744,7.741,7.739,7.736,7.734,7.732,7.73,7.728,7.727,7.725,7.724,7.723,7.722,7.721,7.721,7.721,7.721,7.721,7.721,7.722,7.722,7.723,7.724,7.727,7.728,7.73,7.732,7.734,7.736,7.739,7.742,7.744,7.748,7.751,7.754,7.758,7.761,7.765,7.77,7.774,7.778,7.783,7.788,7.793,7.803,7.809,7.814,7.82,7.826,7.832,7.839,7.845,7.852,7.859,7.866,7.873,7.88,7.888,7.903,7.911,7.919,7.928,7.936,7.945,7.953,7.962,7.971,7.98,7.99,7.999,8.008,8.018,8.028,8.038,8.048,8.058,8.069,8.079,8.09,8.101,8.111,8.122,8.134,8.145,8.156,8.168,8.179,8.191,8.203,8.215,8.227,8.239,8.251,8.263,8.276,8.288,8.301,8.314,8.326,8.339,8.352,8.365,8.379,8.392,8.405,8.419,8.432,8.446,8.46,8.473,8.487,8.501,8.515,8.529,8.543,8.557,8.572,8.586,8.6,8.615,8.629,8.644,8.658,8.673,8.688,8.702,8.717,8.732,8.747,8.762,8.777
5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.388,5.376,5.342,5.292,5.292,5.342,5.376,5.388,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.388,5.376,5.342,5.292,5.292,5.342,5.376,5.388,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.388,5.376,5.342,5.292,5.292,5.342,5.376,5.388,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.388,5.376,5.342,5.292,5.292,5.342,5.376,5.388,5.391,5.391,5.391,5.391,5.391,5.391,5.388,5.376,5.342,5.292,5.292,5.342,5.376,5.388,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391,5.391
6.359,6.347,6.336,6.323,6.31,6.297,6.283,6.269,6.254,6.239,6.223,6.207,6.191,6.174,6.158,6.141,6.123,6.106,6.089,6.072,6.054,6.037,6.02,6.003,5.987,5.971,5.955,5.94,5.925,5.911,5.897,5.885,5.872,5.85,5.841,5.832,5.824,5.817,5.81,5.805,5.8,5.797,5.794,5.792,5.791,5.79,5.791,5.792,5.793,5.798,5.801,5.805,5.808,5.812,5.817,5.821,5.825,5.83,5.834,5.838,5.842,5.845,5.849,5.852,5.854,5.856,5.858,5.859,5.859,5.859,5.859,5.858,5.856,5.853,5.85,5.847,5.843,5.838,5.833,5.828,5.822,5.815,5.808,5.801,5.794,5.786,5.778,5.762,5.753,5.745,5.737,5.729,5.721,5.714,5.706,5.699,5.693,5.686,5.681,5.675,5.671,5.667,5.664,5.661,5.659,5.658,5.658,5.659,5.662,5.666,5.67,5.675,5.681,5.688,5.696,5.705,5.714,5.725,5.736,5.749,5.762,5.776,5.806,5.821,5.838,5.855,5.873,5.89,5.909,5.927,5.946,5.966,5.985,6.004,6.024,6.043,6.062,6.082,6.101,6.12,6.138,6.156,6.174,6.192,6.209,6.226,6.242,6.258,6.273,6.288,6.302,6.315,6.328,6.341,6.353,6.364,6.375,6.385,6.395,6.404,6.413,6.421,6.429,6.436,6.442,6.449,6.454,6.46,6.465,6.47,6.474,6.478,6.481,6.485,6.488,6.491,6.493,6.495,6.498,6.499,6.501,6.503,6.504,6.505,6.507,6.508,6.508,6.509,6.51,6.511,6.511,6.512,6.512,6.512,6.513
0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179,0.179
0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76
0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565
24.401,24.115,23.829,23.542,23.256,22.969,22.683,22.398,22.113,21.83,21.548,21.268,20.99,20.714,20.44,20.17,19.902,19.638,19.378,19.121,18.869,18.621,18.378,18.139,17.906,17.679,17.457,17.241,17.031,16.828,16.63,16.44,16.256,15.91,15.747,15.591,15.443,15.302,15.168,15.041,14.921,14.807,14.701,14.602,14.509,14.422,14.341,14.267,14.197,14.075,14.022,13.972,13.928,13.887,13.849,13.815,13.784,13.756,13.73,13.706,13.684,13.664,13.645,13.626,13.609,13.592,13.576,13.559,13.543,13.526,13.509,13.492,13.474,13.455,13.436,13.416,13.395,13.374,13.352,13.329,13.305,13.281,13.257,13.233,13.208,13.183,13.159,13.112,13.09,13.07,13.051,13.033,13.018,13.006,12.996,12.99,12.987,12.988,12.994,13.004,13.019,13.04,13.067,13.099,13.138,13.184,13.237,13.297,13.44,13.524,13.615,13.715,13.823,13.94,14.065,14.199,14.341,14.492,14.651,14.819,14.994,15.178,15.568,15.775,15.988,16.209,16.436,16.67,16.909,17.155,17.406,17.662,17.923,18.188,18.458,18.732,19.01,19.291,19.575,19.861,20.15,20.442,20.735,21.03,21.326,21.623,21.921,22.219,22.518,22.816,23.115,23.413,23.71,24.006,24.301,24.595,24.888,25.179,25.468,25.755,26.039,26.322,26.601,26.879,27.153,27.424,27.693,27.958,28.22,28.479,28.734,28.985,29.233,29.477,29.718,29.954,30.187,30.415,30.64,30.86,31.077,31.289,31.497,31.701,31.901,32.097,32.288,32.475,32.658,32.836,33.011,33.181,33.347,33.509,33.667
