sig_sd,ls,noise_sd,lml
20.692,11.588,6.599,-80.809
35.754,16.989,8.195,-79.451
37.471,9.778,10.028,-81.362
19.392,12.058,8.682,-79.974
56.94,15.763,7.341,-81.393
64.796,172.943,8.531,-81.257
25.235,67.47,9.726,-79.855
24.846,11.673,6.633,-80.492
26.744,11.01,11.921,-81.179
29.346,20.689,8.942,-79.516
187.954,162.24,8.626,-82.334
97.852,116.472,13.453,-81.858
24.969,7.922,8.392,-80.463
13.324,63.997,10.996,-81.802
20.471,4.254,9.686,-82.565
41.99,31.335,9.309,-81.025
45.048,18.006,8.395,-79.956
28.796,10.083,8.628,-80.104
34.431,22.777,11.377,-80.632
33.487,21.427,10.525,-80.122
52.355,24.574,12.281,-82.055
17.735,16.736,11.347,-80.8
17.533,24.744,8.538,-80.926
28.81,12.746,10.9,-80.434
46.05,28.232,9.609,-80.892
25.608,10.456,6.647,-80.709
22.807,8.084,8.84,-80.331
27.03,8.636,8.108,-80.396
26.845,3.886,8.212,-83.98
45.186,24.352,7.786,-80.496
20.74,28.615,7.544,-81.994
26.417,21.08,9.438,-79.65
21.929,9.483,8.544,-80.026
35.207,71.78,10.302,-79.786
25.911,30.609,8.244,-81.127
24.46,22.413,8.854,-79.838
30.547,32.577,9.668,-80.58
33.714,14.164,9.18,-79.752
18.49,12.385,7.956,-80.181
13.539,6.923,9.487,-82.255
24.955,13.471,8.164,-79.417
29.402,13.596,9.226,-79.612
19.837,35.744,10.19,-80.351
38.358,12.922,8.169,-80.197
23.823,55.491,10.22,-79.849
27.456,18.533,8.272,-79.304
29.512,73.079,10.255,-79.729
25.277,23.525,9.973,-79.989
18.385,7.357,8.613,-80.686
29.539,35.601,7.91,-81.856
16.866,14.662,9.971,-80.563
44.393,49.832,16.748,-83.514
14.818,10.02,9.16,-81.409
18.085,16.88,7.835,-80.261
18.316,17.018,10.325,-80.285
15.288,9.721,8.46,-81.226
15.708,20.45,11.273,-81.066
70.379,40.152,11.689,-82.577
24.243,6.696,9.051,-80.952
31.036,12.45,8.105,-79.738
28.435,10.104,5.724,-82.621
44.668,21.23,9.722,-80.249
21.508,10.124,8.951,-79.993
24.234,13.641,9.476,-79.613
24.843,16.045,10.199,-79.733
21.765,5.563,8.177,-81.537
32.827,11.741,12.135,-81.561
40.09,27.361,10.093,-80.67
29.353,11.104,7.301,-80.167
31.883,18.365,9.249,-79.45
43.328,145.934,12.428,-80.94
20.68,7.748,13.402,-82.449
95.445,139.529,11.612,-80.84
21.545,10.342,11.636,-81.056
17.403,21.744,9.269,-80.451
15.637,17.965,14.858,-82.95
14.152,6.346,9.257,-82.065
16.022,16.289,7.691,-80.975
22.374,9.274,6.111,-81.804
31.777,23.075,10.194,-80.064
17.881,19.284,13.311,-81.682
29.907,26.762,8.848,-80.352
34.428,12.621,10.344,-80.519
21.605,21.455,10.867,-80.22
41.776,21.274,6.887,-80.45
26.623,15.111,10.247,-79.795
22.065,12.693,10.653,-80.268
20.328,9.412,8.234,-80.14
31.925,34.27,8.859,-80.968
32.902,17.3,9.413,-79.533
47.174,40.629,9.791,-81.301
26.669,15.67,8.801,-79.279
27.585,72.695,10.174,-79.756
24.388,19.254,10.054,-79.723
64.422,104.81,10.408,-80.216
32.124,12.695,10.513,-80.425
26.69,14.139,7.745,-79.408
29.736,8.373,7.455,-80.966
25.817,12.9,11.035,-80.394
26.169,12.513,8.635,-79.544
