,sig_var_1,ls_2,sig_var_3,ls_4,ls_5,sig_var_6,ls_7,alpha_8,sig_var_9,ls_10,noise_11
ml,7.050664778688454,67.25284293158074,0.008986845013035863,77.27876196511887,1.5488927237206584,0.005686945302576496,167.54820080078503,1.1617625050109055,0.00041459948524985227,0.6690898447064593,7.269884602985983e-05
