sig_sd,ls,noise_sd,lml
20.352,15.403,9.915,-462.523
40.815,18.354,9.986,-463.405
114.618,20.346,9.206,-469.892
17.742,17.452,10.329,-462.815
16.61,14.752,10.486,-462.982
20.215,17.6,9.801,-462.574
22.475,12.528,9.383,-464.102
32.716,19.794,9.822,-462.654
17.029,20.449,10.569,-464.542
30.457,19.552,9.805,-462.563
26.117,14.759,10.311,-462.974
33.481,16.752,10.157,-463.07
23.823,22.402,10.43,-463.862
12.578,14.482,10.416,-464.616
33.838,19.01,9.468,-463.19
30.259,15.517,8.877,-465.379
20.975,17.026,10.614,-462.463
20.011,14.455,10.404,-462.708
21.118,19.334,10.611,-462.878
14.961,15.466,10.229,-463.357
