sig_sd,ls,noise_sd,lml
30.344,16.553,10.383,-383.53
16.48,10.046,9.935,-384.672
21.416,12.313,8.464,-385.197
27.545,12.471,10.425,-384.659
30.911,15.463,9.415,-383.417
19.171,11.676,8.927,-384.269
22.606,10.254,10.237,-385.065
15.26,13.122,10.461,-384.283
38.121,17.588,9.391,-383.733
39.036,20.854,9.416,-383.65
20.105,19.669,10.272,-383.733
20.669,16.346,9.257,-383.059
26.733,19.119,10.309,-383.188
24.92,16.513,10.247,-383.035
15.297,14.775,8.655,-385.156
30.898,22.724,10.971,-384.689
16.159,14.71,8.677,-384.774
26.393,20.448,10.724,-383.879
30.942,16.293,9.256,-383.358
27.87,17.647,9.713,-382.853
