sig_sd,ls,noise_sd,lml
14.884,1.554,17.765,-86.813
0.005,0.109,23.044,-87.706
31.166,16.088,9.034,-85.062
42.769,31.582,11.218,-84.596
6.636,0.095,15.302,-87.221
22.904,0.609,7.525,-86.879
10.86,0.033,9.183,-88.747
19.603,11.181,12.965,-84.092
1.451,61.298,13.989,-88.404
1.25,12.367,24.44,-88.149
13.049,0.002,9.398,-87.441
0.468,0.016,17.335,-87.058
0.773,0.501,20.533,-87.107
14.261,12.356,13.489,-84.209
0.487,0.343,16.324,-87.338
0.789,0.143,15.751,-87.589
14.38,13.904,9.81,-84.759
8.009,103.874,11.799,-86.583
0.752,0.207,19.667,-86.991
0.862,41.554,15.49,-87.614
6.834,9.542,20.656,-86.865
11.067,0.47,9.713,-87.538
3.424,2.343,19.509,-86.91
0.408,16.843,17.415,-87.036
29.213,10.344,7.267,-86.662
