sig_sd,ls,noise_sd,lml
16.215,18.702,10.485,-311.635
23.093,21.972,9.04,-312.653
24.751,17.213,8.856,-311.716
34.385,21.682,8.434,-313.927
27.211,22.904,9.273,-312.201
16.115,21.153,10.766,-312.502
14.268,17.902,12.168,-313.937
19.6,15.14,9.901,-310.525
14.231,13.327,10.609,-311.756
19.588,20.706,10.872,-311.615
114.378,22.147,9.103,-317.047
15.534,15.331,10.888,-311.515
27.494,25.511,10.43,-312.134
28.512,21.409,10.395,-311.023
18.479,15.335,10.256,-310.608
22.395,16.767,10.52,-310.543
17.645,11.085,8.929,-312.568
18.91,11.968,10.139,-311.18
15.524,16.472,10.381,-311.333
30.33,13.911,9.51,-311.893
