,s_1,ls_2,s_3,ls_4,ls_5,s_6,ls_7,alpha_8,s_9,ls_10,n_11
ml,0.3579619066501329,8382.13263011761,231.94966015080007,4646.199480062388,1.429819388975388,4.572623131463321,0.0021389904875174386,7745.602967014913,2.589423932034887,0.0003043673729387022,8.093094784740122
