sig_sd,ls,noise_sd,lml
0.819,0.039,20.54,-177.557
0.652,9.244,20.138,-177.521
11.34,10.093,14.715,-172.961
14.822,3.744,13.588,-173.302
6.241,9.383,17.176,-174.618
12.079,122.735,16.025,-175.178
23.064,6.582,16.061,-174.271
0.326,0.312,23.785,-178.364
29.153,21.757,17.223,-173.171
17.418,43.278,15.949,-172.892
4.5,1.412,25.601,-179.293
13.683,2.261,15.528,-174.27
17.644,5.912,15.136,-173.247
2.019,1.324,23.649,-178.283
0.402,3.089,19.768,-177.598
13.54,6.78,17.025,-173.184
8.863,44.855,15.563,-174.259
14.624,19.042,16.696,-172.087
11.824,4.416,17.275,-173.576
17.369,14.829,13.774,-172.984
13.924,9.071,18.298,-173.376
6.166,5.541,15.81,-175.484
21.267,18.549,18.957,-173.363
17.689,22.295,16.097,-172.093
2.637,0.805,19.669,-177.468
