sig_sd,ls,noise_sd,lml
22.011,14.639,7.605,-289.358
25.475,16.114,7.523,-289.831
17.552,13.655,7.082,-289.835
22.188,14.478,7.636,-289.323
27.98,18.185,7.151,-291.341
36.556,23.341,7.69,-294.316
17.519,13.152,9.1,-291.557
19.412,14.498,7.863,-289.565
16.02,10.413,6.472,-291.964
30.379,18.253,7.556,-290.961
23.77,18.544,7.658,-291.459
20.105,14.295,7.048,-289.749
13.858,12.872,7.157,-290.766
37.248,16.973,8.275,-291.183
16.227,16.381,7.572,-291.51
23.862,12.682,6.811,-290.288
23.381,16.207,8.582,-290.832
13.144,9.043,7.335,-291.566
21.317,18.883,8.558,-292.55
21.802,14.396,6.7,-290.483
25.835,15.688,7.337,-289.757
14.73,9.507,7.109,-290.983
22.736,10.957,7.917,-290.121
14.611,12.106,7.517,-290.019
20.257,14.773,8.243,-289.95
29.069,17.974,8.045,-290.912
14.77,11.815,7.332,-290.028
28.636,16.518,7.272,-290.192
20.246,15.784,7.927,-290.062
13.023,13.483,8.62,-292.293
25.831,19.971,7.294,-292.795
22.518,11.465,7.207,-289.889
29.565,27.921,10.523,-299.409
24.127,10.908,6.692,-291.406
44.916,11.787,7.858,-293.496
18.716,11.7,7.759,-289.432
22.289,12.671,8.042,-289.574
27.717,18.381,7.765,-291.055
20.871,16.269,7.313,-290.317
18.503,10.228,8.752,-291.303
19.327,10.716,5.998,-294.32
29.356,16.704,8.125,-290.423
19.829,12.596,7.517,-289.23
17.457,9.955,7.538,-290.113
17.768,16.161,7.041,-291.317
20.682,13.244,7.901,-289.328
27.534,16.721,6.226,-293.466
21.985,13.855,6.69,-290.415
26.18,15.689,7.003,-290.174
30.836,16.646,8.208,-290.571
18.146,10.986,8.097,-289.921
32.323,14.571,9.257,-292.666
22.994,14.593,7.813,-289.41
47.258,13.895,7.863,-292.471
27.47,12.945,7.777,-289.869
16.963,11.671,7.238,-289.642
16.489,12.226,8.194,-289.938
19.499,9.885,7.464,-290.265
12.875,8.577,7.445,-291.964
17.59,14.382,7.647,-289.731
20.332,17.723,7.154,-291.827
15.38,14.788,8.116,-290.915
22.621,15.605,6.998,-290.188
16.717,16.341,7.777,-291.242
41.261,13.357,7.372,-291.798
13.42,10.71,7.98,-290.8
17.252,8.445,7.541,-291.253
33.139,16.162,7.914,-290.331
16.331,10.375,7.439,-289.982
20.734,12.088,7.459,-289.356
18.204,12.003,7.69,-289.36
30.034,14.99,6.758,-290.814
15.893,15.237,8.441,-291.368
29.522,15.845,9.143,-292.101
20.242,16.157,8.254,-290.574
31.14,14.54,6.729,-291.016
24.998,15.472,7.282,-289.715
25.061,15.816,7.96,-289.852
25.402,16.468,8.012,-290.149
22.426,13.692,8.397,-289.967
31.401,14.38,7.867,-290.112
31.487,13.088,7.108,-290.633
25.062,15.26,6.809,-290.428
12.419,14.972,8.03,-292.967
22.352,11.438,7.244,-289.845
19.349,13.034,7.557,-289.217
19.684,13.065,7.602,-289.208
18.994,14.121,6.839,-290.221
17.69,12.462,7.034,-289.738
13.68,12.261,7.193,-290.666
34.245,18.502,6.916,-291.994
20.733,15.915,7.058,-290.435
21.432,15.123,6.726,-290.681
30.959,15.589,7.883,-290.054
23.221,13.998,7.178,-289.482
32.92,16.878,8.777,-291.7
23.094,16.058,7.604,-289.851
14.482,11.696,6.566,-291.675
76.265,18.856,7.453,-293.992
16.304,12.257,7.571,-289.543
