sig_sd,ls,noise_sd,lml
26.158,10.172,10.643,-156.118
31.529,12.641,9.327,-155.221
26.218,10.859,8.598,-155.093
30.869,80.866,14.745,-161.077
26.81,19.976,8.883,-155.43
12.792,12.424,11.201,-157.816
23.292,16.833,9.208,-154.835
24.509,11.378,9.019,-154.716
19.442,9.601,6.848,-157.851
23.968,21.852,10.663,-156.204
29.844,13.819,10.287,-155.404
19.742,9.176,9.959,-155.422
20.589,12.082,10.96,-155.694
15.937,5.635,8.707,-157.58
18.386,7.047,9.577,-156.276
23.165,12.98,7.722,-155.184
16.499,8.112,6.982,-158.268
28.952,14.505,7.161,-156.568
13.391,7.874,11.271,-157.934
23.135,7.731,8.925,-156.188
17.176,13.827,11.111,-156.213
36.854,15.126,9.777,-155.6
19.474,6.025,9.641,-157.179
13.766,10.57,7.629,-156.919
16.663,18.586,10.699,-156.577
40.235,14.227,7.856,-156.445
19.967,14.515,9.171,-154.643
60.738,16.061,11.208,-158.998
27.782,20.179,7.86,-156.442
23.8,19.094,9.836,-155.369
28.089,15.395,8.887,-154.667
25.781,11.838,8.712,-154.743
29.209,10.424,7.391,-157.046
29.584,12.767,7.515,-156.028
15.581,14.26,9.17,-155.521
33.159,21.286,8.983,-155.698
23.744,12.555,8.345,-154.624
23.176,11.496,9.397,-154.675
48.65,38.975,9.643,-158.805
14.054,16.192,9.179,-156.654
20.02,14.68,10.101,-155.052
22.379,16.476,9.959,-155.057
19.016,16.984,8.297,-155.661
22.132,10.209,9.735,-155.067
32.075,15.848,10.209,-155.447
23.172,9.289,8.785,-155.32
21.83,6.386,9.097,-157.073
28.91,16.685,7.838,-155.56
20.583,11.727,7.725,-155.258
26.382,11.078,8.389,-155.131
