,hyp,values
0,s_1,5.0469832593946
1,ls_2,0.0020837935903989997
2,s_3,231.95246391610698
3,ls_4,4646.408530251029
4,ls_5,1.4297938657746898
5,s_6,0.024727434487466
6,ls_7,12723.0789727215
7,alpha_8,5.11516658691937e-05
8,s_9,6.493375177688769
9,ls_10,0.00028832033928900006
10,n_11,5.04763160722762
