0.0,0.1507537688442211,0.3015075376884422,0.6030150753768844,0.7537688442211053,0.9045226130653264,1.0552763819095476,1.3567839195979898,1.5075376884422107,1.6582914572864318,1.8090452261306529,1.959798994974874,2.1105527638190957,2.2613065326633164,2.412060301507537,2.5628140703517586,2.7135678391959805,2.864321608040201,3.0150753768844214,3.1658291457286425,3.4673366834170847,3.7688442211055264,3.919597989949748,4.0703517587939695,4.221105527638192,4.371859296482413,4.522613065326633,4.673366834170854,4.824120603015075,5.125628140703516,5.276381909547736,5.427135678391958,5.5778894472361795,5.728643216080402,5.879396984924624,6.180904522613066,6.331658291457285,6.633165829145727,6.78391959798995,6.9346733668341685,7.085427135678391,7.2361809045226115,7.3869346733668335,7.6884422110552775,7.839195979899496,7.989949748743719,8.291457286432161,8.442211055276381,8.743718592964822,9.045226130653264,9.648241206030146,9.949748743718592,10.100502512562812,10.251256281407032,10.402010050251256,10.552763819095476,10.703517587939695,10.854271356783919,11.00502512562814,11.155778894472359,11.306532663316581,11.457286432160805,11.608040201005025,11.758793969849243,11.909547738693464,12.060301507537684,12.211055276381906,12.361809045226128,12.512562814070348,12.663316582914574,12.814070351758792,12.96482412060301,13.266331658291454,13.5678391959799,13.718592964824117,13.869346733668339,14.321608040201001,14.472361809045225,14.623115577889447,14.773869346733667,14.924623115577885,15.07537688442211,15.226130653266333,15.376884422110553,15.527638190954773,15.678391959798992,15.829145728643216,15.979899497487438,16.281407035175874,16.582914572864322,16.884422110552762,17.035175879396984,17.638190954773872,17.788944723618087,17.939698492462302,18.090452261306528,18.24120603015076,18.391959798994968,18.69346733668341,18.84422110552764,19.145728643216078,19.447236180904518,19.597989949748744,19.899497487437184,20.05025125628141,20.201005025125625,20.35175879396985,20.502512562814072,20.65326633165829,20.804020100502512,21.10552763819095,21.25628140703517,21.407035175879397,21.55778894472361,21.708542713567837,21.859296482412056,22.01005025125628,22.1608040201005,22.311557788944718,22.462311557788944,22.613065326633162,22.763819095477384,22.91457286432161,23.065326633165828,23.21608040201005,23.366834170854265,23.517587939698487,23.66834170854271,23.819095477386927,23.969849246231156,24.120603015075368,24.42211055276381,24.572864321608037,24.874371859296478,25.175879396984925,25.326633165829147,25.62814070351759,25.92964824120602,26.23115577889447,26.381909547738687,26.53266331658291,26.683417085427127,26.83417085427136,27.1356783919598,27.286432160804008,27.58793969849246,27.738693467336677,27.889447236180896,28.04020100502512,28.190954773869343,28.341708542713565,28.492462311557787,28.643216080402002,28.79396984924623,28.94472361809045,29.09547738693467,29.24623115577889,29.69849246231156,29.849246231155767,30.0
-19.303,-19.153,-18.962,-18.473,-18.182,-17.865,-17.525,-16.795,-16.414,-16.028,-15.64,-15.254,-14.875,-14.505,-14.147,-13.803,-13.476,-13.167,-12.876,-12.605,-12.118,-11.698,-11.508,-11.329,-11.157,-10.99,-10.823,-10.654,-10.478,-10.095,-9.879,-9.645,-9.388,-9.106,-8.798,-8.096,-7.702,-6.825,-6.345,-5.839,-5.31,-4.761,-4.194,-3.022,-2.425,-1.826,-0.64,-0.062,1.044,2.058,3.717,4.332,4.585,4.801,4.983,5.131,5.248,5.337,5.401,5.444,5.468,5.479,5.48,5.476,5.471,5.47,5.476,5.494,5.528,5.58,5.655,5.755,6.04,6.448,6.699,6.982,8.012,8.409,8.83,9.269,9.725,10.194,10.67,11.15,11.63,12.104,12.569,13.019,13.859,14.59,15.185,15.424,15.939,15.952,15.919,15.84,15.716,15.548,15.091,14.806,14.136,13.356,12.932,12.035,11.568,11.094,10.614,10.132,9.651,9.172,8.232,7.773,7.324,6.885,6.458,6.044,5.642,5.253,4.877,4.515,4.167,3.832,3.512,3.206,2.915,2.64,2.38,2.138,1.914,1.709,1.526,1.227,1.116,0.981,0.973,1.021,1.233,1.606,2.145,2.478,2.852,3.266,3.719,4.733,5.289,6.479,7.107,7.749,8.403,9.062,9.721,10.376,11.02,11.65,12.259,12.842,13.395,14.83,15.22,15.563
-19.835,-19.702,-19.553,-19.209,-19.015,-18.806,-18.582,-18.094,-17.829,-17.552,-17.262,-16.961,-16.648,-16.324,-15.989,-15.645,-15.291,-14.929,-14.559,-14.181,-13.406,-12.609,-12.203,-11.794,-11.382,-10.968,-10.552,-10.135,-9.717,-8.883,-8.467,-8.053,-7.641,-7.232,-6.826,-6.024,-5.63,-4.855,-4.475,-4.1,-3.73,-3.366,-3.008,-2.308,-1.966,-1.63,-0.973,-0.652,-0.025,0.584,1.763,2.337,2.622,2.905,3.188,3.47,3.752,4.035,4.318,4.602,4.887,5.173,5.461,5.751,6.042,6.335,6.63,6.926,7.225,7.524,7.825,8.127,8.733,9.338,9.64,9.94,10.822,11.108,11.39,11.665,11.933,12.193,12.444,12.686,12.917,13.137,13.344,13.538,13.883,14.164,14.374,14.451,14.56,14.534,14.487,14.418,14.328,14.215,13.925,13.748,13.332,12.837,12.561,11.959,11.635,11.296,10.944,10.581,10.207,9.824,9.038,8.638,8.235,7.832,7.429,7.028,6.632,6.242,5.86,5.487,5.125,4.776,4.441,4.122,3.821,3.538,3.276,3.036,2.818,2.625,2.457,2.199,2.111,2.021,2.049,2.107,2.313,2.637,3.077,3.339,3.628,3.944,4.284,5.037,5.446,6.326,6.793,7.276,7.774,8.285,8.807,9.339,9.878,10.425,10.975,11.528,12.082,13.733,14.274,14.807
-18.918,-18.847,-18.758,-18.534,-18.398,-18.247,-18.081,-17.706,-17.498,-17.277,-17.043,-16.796,-16.537,-16.267,-15.984,-15.691,-15.387,-15.073,-14.749,-14.415,-13.718,-12.987,-12.609,-12.224,-11.831,-11.432,-11.025,-10.613,-10.196,-9.346,-8.915,-8.481,-8.044,-7.606,-7.165,-6.284,-5.845,-4.971,-4.539,-4.111,-3.687,-3.269,-2.857,-2.055,-1.666,-1.286,-0.553,-0.202,0.47,1.098,2.229,2.736,2.976,3.209,3.434,3.653,3.867,4.077,4.282,4.486,4.688,4.889,5.091,5.294,5.5,5.709,5.922,6.14,6.364,6.595,6.832,7.076,7.589,8.133,8.417,8.707,9.619,9.933,10.251,10.571,10.893,11.214,11.534,11.851,12.163,12.469,12.767,13.055,13.595,14.076,14.482,14.654,15.099,15.143,15.159,15.146,15.103,15.03,14.793,14.628,14.211,13.679,13.372,12.684,12.305,11.905,11.485,11.049,10.597,10.131,9.171,8.68,8.185,7.689,7.194,6.703,6.218,5.742,5.277,4.825,4.389,3.971,3.574,3.199,2.848,2.524,2.227,1.961,1.725,1.523,1.353,1.119,1.056,1.04,1.172,1.293,1.644,2.133,2.753,3.109,3.494,3.905,4.341,5.28,5.779,6.823,7.364,7.915,8.472,9.034,9.598,10.161,10.722,11.277,11.824,12.362,12.887,14.367,14.823,15.256
-17.986,-17.891,-17.784,-17.534,-17.391,-17.236,-17.069,-16.701,-16.501,-16.29,-16.068,-15.836,-15.595,-15.344,-15.083,-14.814,-14.537,-14.251,-13.957,-13.656,-13.033,-12.385,-12.053,-11.715,-11.372,-11.025,-10.674,-10.319,-9.96,-9.234,-8.867,-8.498,-8.127,-7.755,-7.381,-6.63,-6.254,-5.5,-5.122,-4.745,-4.368,-3.992,-3.616,-2.866,-2.492,-2.118,-1.375,-1.005,-0.268,0.465,1.915,2.632,2.988,3.343,3.696,4.047,4.396,4.744,5.089,5.432,5.773,6.111,6.446,6.778,7.108,7.433,7.755,8.073,8.386,8.695,8.999,9.297,9.876,10.428,10.694,10.951,11.672,11.894,12.105,12.306,12.496,12.674,12.841,12.995,13.136,13.264,13.379,13.48,13.639,13.74,13.78,13.777,13.611,13.532,13.437,13.327,13.202,13.063,12.743,12.563,12.165,11.721,11.484,10.98,10.716,10.445,10.167,9.884,9.597,9.306,8.717,8.421,8.126,7.832,7.54,7.252,6.968,6.69,6.418,6.154,5.898,5.652,5.415,5.19,4.977,4.776,4.589,4.416,4.258,4.115,3.988,3.785,3.709,3.611,3.586,3.601,3.686,3.845,4.075,4.216,4.374,4.549,4.739,5.165,5.399,5.906,6.178,6.461,6.753,7.055,7.365,7.682,8.006,8.335,8.668,9.004,9.343,10.363,10.701,11.037
-14.875,-15.029,-15.126,-15.155,-15.09,-14.974,-14.812,-14.369,-14.099,-13.804,-13.49,-13.164,-12.832,-12.501,-12.176,-11.862,-11.565,-11.287,-11.032,-10.802,-10.42,-10.14,-10.033,-9.944,-9.869,-9.803,-9.74,-9.677,-9.607,-9.426,-9.305,-9.157,-8.978,-8.765,-8.516,-7.902,-7.536,-6.691,-6.216,-5.709,-5.175,-4.617,-4.041,-2.852,-2.251,-1.652,-0.482,0.079,1.129,2.062,3.495,3.982,4.169,4.322,4.442,4.532,4.594,4.634,4.653,4.657,4.648,4.632,4.612,4.593,4.579,4.574,4.581,4.604,4.647,4.712,4.802,4.919,5.24,5.684,5.954,6.253,7.324,7.732,8.161,8.608,9.069,9.542,10.021,10.504,10.986,11.462,11.928,12.38,13.224,13.959,14.557,14.796,15.291,15.292,15.242,15.141,14.991,14.792,14.257,13.926,13.154,12.263,11.784,10.783,10.271,9.758,9.248,8.746,8.256,7.78,6.886,6.472,6.081,5.713,5.371,5.051,4.754,4.479,4.223,3.984,3.76,3.549,3.348,3.156,2.971,2.791,2.615,2.443,2.273,2.108,1.948,1.651,1.518,1.301,1.172,1.151,1.213,1.436,1.841,2.113,2.433,2.799,3.209,4.148,4.668,5.784,6.366,6.955,7.545,8.126,8.691,9.234,9.747,10.222,10.655,11.039,11.37,12.01,12.098,12.123
-15.854,-15.917,-15.96,-15.989,-15.975,-15.943,-15.893,-15.741,-15.639,-15.522,-15.388,-15.24,-15.077,-14.899,-14.708,-14.504,-14.286,-14.056,-13.814,-13.56,-13.018,-12.433,-12.124,-11.805,-11.476,-11.138,-10.79,-10.433,-10.067,-9.309,-8.918,-8.52,-8.115,-7.704,-7.287,-6.44,-6.01,-5.145,-4.712,-4.278,-3.846,-3.417,-2.991,-2.154,-1.745,-1.344,-0.569,-0.197,0.513,1.174,2.34,2.846,3.081,3.305,3.519,3.723,3.919,4.108,4.291,4.469,4.644,4.816,4.989,5.161,5.336,5.515,5.698,5.887,6.083,6.287,6.5,6.722,7.196,7.713,7.987,8.272,9.179,9.496,9.819,10.147,10.477,10.809,11.139,11.467,11.791,12.108,12.416,12.714,13.27,13.76,14.168,14.337,14.748,14.779,14.779,14.749,14.688,14.595,14.318,14.133,13.677,13.111,12.79,12.079,11.693,11.288,10.868,10.434,9.988,9.532,8.601,8.131,7.66,7.191,6.726,6.268,5.819,5.381,4.956,4.547,4.154,3.781,3.429,3.1,2.795,2.516,2.264,2.04,1.846,1.682,1.55,1.381,1.346,1.374,1.531,1.658,2.004,2.465,3.033,3.353,3.694,4.054,4.433,5.233,5.651,6.509,6.944,7.381,7.816,8.247,8.672,9.088,9.493,9.885,10.261,10.62,10.959,11.844,12.09,12.309
-19.964,-19.751,-19.517,-18.999,-18.719,-18.427,-18.125,-17.501,-17.182,-16.86,-16.538,-16.216,-15.895,-15.578,-15.263,-14.952,-14.646,-14.343,-14.045,-13.75,-13.171,-12.598,-12.311,-12.023,-11.733,-11.438,-11.138,-10.831,-10.517,-9.859,-9.514,-9.157,-8.787,-8.405,-8.009,-7.178,-6.743,-5.839,-5.372,-4.896,-4.413,-3.924,-3.432,-2.445,-1.955,-1.469,-0.521,-0.062,0.814,1.623,3.002,3.562,3.809,4.034,4.24,4.426,4.595,4.748,4.886,5.013,5.13,5.239,5.343,5.444,5.546,5.649,5.758,5.874,5.999,6.136,6.286,6.451,6.832,7.286,7.542,7.817,8.751,9.095,9.453,9.824,10.204,10.592,10.986,11.381,11.776,12.167,12.552,12.928,13.638,14.275,14.816,15.045,15.635,15.694,15.716,15.7,15.646,15.554,15.258,15.056,14.548,13.912,13.551,12.752,12.318,11.865,11.395,10.91,10.414,9.908,8.877,8.358,7.839,7.322,6.811,6.308,5.814,5.332,4.864,4.411,3.977,3.562,3.169,2.798,2.453,2.133,1.842,1.58,1.348,1.148,0.98,0.748,0.685,0.669,0.802,0.926,1.286,1.796,2.45,2.829,3.241,3.684,4.156,5.183,5.732,6.89,7.493,8.109,8.734,9.366,10.0,10.635,11.265,11.889,12.503,13.104,13.687,15.309,15.797,16.255
-22.34,-21.858,-21.352,-20.286,-19.736,-19.18,-18.624,-17.524,-16.989,-16.469,-15.967,-15.486,-15.028,-14.596,-14.191,-13.813,-13.463,-13.142,-12.847,-12.579,-12.115,-11.731,-11.561,-11.402,-11.25,-11.101,-10.951,-10.796,-10.633,-10.267,-10.057,-9.825,-9.569,-9.286,-8.975,-8.264,-7.862,-6.97,-6.482,-5.967,-5.429,-4.87,-4.294,-3.102,-2.495,-1.886,-0.678,-0.089,1.042,2.084,3.803,4.452,4.721,4.953,5.15,5.314,5.446,5.548,5.625,5.678,5.713,5.732,5.74,5.741,5.739,5.739,5.745,5.761,5.791,5.839,5.907,5.999,6.264,6.648,6.887,7.157,8.148,8.533,8.941,9.37,9.816,10.275,10.743,11.217,11.692,12.162,12.625,13.075,13.92,14.665,15.28,15.531,16.113,16.147,16.134,16.077,15.975,15.829,15.415,15.15,14.517,13.765,13.352,12.468,12.003,11.527,11.042,10.552,10.059,9.565,8.584,8.102,7.626,7.159,6.703,6.257,5.823,5.402,4.995,4.601,4.223,3.86,3.513,3.183,2.869,2.574,2.297,2.04,1.803,1.588,1.396,1.087,0.972,0.831,0.818,0.864,1.067,1.429,1.956,2.283,2.653,3.065,3.518,4.546,5.116,6.36,7.029,7.724,8.442,9.179,9.932,10.695,11.465,12.237,13.005,13.766,14.514,16.636,17.288,17.904
-19.021,-18.954,-18.87,-18.653,-18.52,-18.37,-18.205,-17.828,-17.616,-17.39,-17.149,-16.894,-16.625,-16.343,-16.048,-15.74,-15.42,-15.089,-14.747,-14.394,-13.659,-12.889,-12.492,-12.088,-11.678,-11.262,-10.842,-10.417,-9.989,-9.125,-8.69,-8.255,-7.82,-7.385,-6.952,-6.093,-5.668,-4.832,-4.421,-4.015,-3.616,-3.224,-2.839,-2.09,-1.728,-1.374,-0.691,-0.362,0.272,0.873,1.986,2.505,2.758,3.005,3.249,3.491,3.729,3.966,4.203,4.438,4.675,4.912,5.15,5.391,5.635,5.882,6.132,6.387,6.645,6.909,7.176,7.449,8.009,8.586,8.881,9.179,10.087,10.392,10.696,10.999,11.3,11.597,11.889,12.176,12.455,12.725,12.986,13.235,13.695,14.093,14.42,14.554,14.866,14.884,14.877,14.843,14.784,14.697,14.445,14.279,13.869,13.359,13.069,12.421,12.067,11.695,11.305,10.9,10.481,10.051,9.163,8.709,8.251,7.792,7.334,6.878,6.428,5.985,5.551,5.129,4.721,4.328,3.954,3.599,3.266,2.956,2.671,2.412,2.182,1.981,1.81,1.563,1.489,1.441,1.529,1.624,1.915,2.336,2.883,3.2,3.545,3.916,4.312,5.172,5.632,6.604,7.111,7.63,8.158,8.694,9.235,9.778,10.323,10.867,11.406,11.941,12.468,13.983,14.461,14.921
